Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
148;60;RL;NA;9505;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;BrkFace;180;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;884;884;GasA;Ex;Y;SBrkr;884;1151;0;2035;0;0;2;1;3;1;Gd;8;Typ;1;Gd;BuiltIn;2001;Fin;2;434;TA;TA;Y;144;48;0;0;0;0;NA;NA;NA;0;5;2010;WD;Normal;222500
149;20;RL;63;7500;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;1Story;7;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;120;TA;TA;PConc;Gd;TA;No;GLQ;680;Unf;0;400;1080;GasA;Ex;Y;SBrkr;1080;0;0;1080;1;0;1;0;3;1;Gd;6;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2008;WD;Normal;141000
150;50;RM;NA;6240;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;5;4;1936;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;Gd;TA;No;Unf;0;Unf;0;896;896;GasA;Gd;Y;FuseA;896;448;0;1344;0;0;1;0;3;1;TA;7;Typ;0;NA;Detchd;1936;Unf;1;240;Fa;TA;Y;200;114;0;0;0;0;NA;NA;NA;0;4;2006;WD;Normal;115000
151;20;RL;120;10356;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1975;1975;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;Av;BLQ;716;Unf;0;253;969;GasA;TA;Y;SBrkr;969;0;0;969;0;0;1;1;3;1;TA;5;Typ;0;NA;Attchd;1975;Unf;2;440;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;1;2007;WD;Normal;122000
152;20;RL;107;13891;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;8;5;2007;2008;Hip;CompShg;VinylSd;VinylSd;Stone;436;Gd;TA;PConc;Ex;TA;Gd;GLQ;1400;Unf;0;310;1710;GasA;Ex;Y;SBrkr;1710;0;0;1710;1;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2007;RFn;3;866;TA;TA;Y;0;102;0;0;0;0;NA;NA;NA;0;1;2008;New;Partial;372402
153;60;RL;NA;14803;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;5;1971;1971;Gable;CompShg;HdBoard;HdBoard;BrkFace;252;TA;TA;CBlock;TA;TA;No;Rec;416;Unf;0;409;825;GasA;Gd;Y;SBrkr;1097;896;0;1993;0;0;2;1;4;1;TA;8;Typ;1;Gd;Attchd;1971;RFn;2;495;TA;TA;Y;0;66;0;0;0;0;NA;GdWo;NA;0;6;2006;WD;Normal;190000
154;20;RL;NA;13500;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;1Story;6;7;1960;1975;Flat;CompShg;BrkFace;Plywood;None;0;TA;TA;CBlock;Gd;TA;Gd;BLQ;429;ALQ;1080;93;1602;GasA;Gd;Y;SBrkr;1252;0;0;1252;1;0;1;0;1;1;TA;4;Typ;1;Gd;Attchd;1960;RFn;2;564;TA;TA;Y;409;0;0;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;235000
155;30;RM;84;11340;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;1Story;6;5;1923;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;1200;1200;GasA;TA;Y;FuseA;1200;0;0;1200;0;0;1;0;4;1;TA;7;Typ;0;NA;Detchd;1923;Unf;1;312;Fa;Fa;Y;0;0;228;0;0;0;NA;NA;NA;0;3;2006;WD;Family;125000
156;50;RL;60;9600;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Artery;Norm;1Fam;1.5Fin;6;5;1924;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;572;572;Grav;Fa;N;FuseF;572;524;0;1096;0;0;1;0;2;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;8;128;0;0;0;NA;NA;NA;0;4;2008;WD;Normal;79000
157;20;RL;60;7200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1950;1950;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;Y;FuseF;1040;0;0;1040;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1950;Unf;2;625;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;109500
158;60;RL;92;12003;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Timber;Norm;Norm;1Fam;2Story;8;5;2009;2010;Gable;CompShg;VinylSd;VinylSd;BrkFace;84;Gd;TA;PConc;Ex;TA;No;Unf;0;Unf;0;774;774;GasA;Ex;Y;SBrkr;774;1194;0;1968;0;0;2;1;4;1;Ex;8;Typ;1;Gd;BuiltIn;2009;Fin;3;680;TA;TA;Y;0;75;0;0;0;0;NA;NA;NA;0;5;2010;New;Partial;269500
159;60;FV;100;12552;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;222;Unf;0;769;991;GasA;Ex;Y;SBrkr;991;956;0;1947;0;0;2;1;3;1;Gd;8;Typ;1;Gd;Attchd;2004;RFn;2;678;TA;TA;Y;0;136;0;0;0;0;NA;GdWo;NA;0;5;2010;WD;Normal;254900
160;60;RL;134;19378;Pave;NA;IR1;HLS;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;BrkFace;456;Gd;TA;PConc;Gd;TA;Mn;GLQ;57;Unf;0;1335;1392;GasA;Ex;Y;SBrkr;1392;1070;0;2462;1;0;2;1;4;1;Gd;9;Typ;1;Gd;Attchd;2006;RFn;2;576;TA;TA;Y;239;132;0;168;0;0;NA;NA;NA;0;3;2006;New;Partial;320000
161;20;RL;NA;11120;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Veenker;Norm;Norm;1Fam;1Story;6;6;1984;1984;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;PConc;Gd;TA;No;BLQ;660;Unf;0;572;1232;GasA;TA;Y;SBrkr;1232;0;0;1232;0;0;2;0;3;1;TA;6;Typ;0;NA;Attchd;1984;Unf;2;516;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;162500
162;60;RL;110;13688;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;BrkFace;664;Gd;TA;PConc;Ex;TA;Av;GLQ;1016;Unf;0;556;1572;GasA;Ex;Y;SBrkr;1572;1096;0;2668;1;0;2;1;3;1;Ex;10;Typ;2;Gd;BuiltIn;2003;Fin;3;726;TA;TA;Y;400;0;0;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;412500
163;20;RL;95;12182;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NridgHt;Norm;Norm;1Fam;1Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;226;Gd;TA;PConc;Gd;TA;Mn;BLQ;1201;Unf;0;340;1541;GasA;Ex;Y;SBrkr;1541;0;0;1541;0;0;2;0;3;1;Gd;7;Typ;1;Gd;Attchd;2005;RFn;2;532;TA;TA;Y;0;70;0;0;0;0;NA;NA;NA;0;5;2010;New;Partial;220000
164;45;RL;55;5500;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Unf;4;6;1956;1956;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;882;882;GasA;Ex;Y;SBrkr;882;0;0;882;0;0;1;0;1;1;TA;4;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;4;2007;WD;Normal;103200
165;40;RM;40;5400;Pave;Pave;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;1Story;6;7;1926;2004;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;BrkTil;TA;TA;Mn;LwQ;370;Unf;0;779;1149;GasA;Gd;Y;FuseA;1149;467;0;1616;0;0;2;0;3;1;Gd;5;Typ;0;NA;Detchd;1926;Unf;1;216;TA;TA;Y;0;0;183;0;0;0;NA;NA;NA;0;10;2007;WD;Normal;152000
168;190;RL;62;10106;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;2fmCon;1.5Fin;5;7;1940;1999;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;BrkTil;TA;TA;No;ALQ;351;Rec;181;112;644;GasA;Gd;Y;SBrkr;808;547;0;1355;1;0;2;0;4;2;TA;6;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;140;0;0;0;0;0;NA;NA;NA;0;9;2008;WD;Normal;127500
167;20;RL;NA;10708;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;1Story;5;5;1955;1993;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;CBlock;TA;TA;No;LwQ;379;BLQ;768;470;1617;GasA;Ex;Y;FuseA;1867;0;0;1867;1;0;1;0;2;1;TA;7;Typ;3;Gd;Attchd;1955;Fin;1;303;TA;TA;Y;476;0;0;0;142;0;NA;GdWo;NA;0;11;2009;COD;Normal;190000
168;60;RL;86;10562;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;8;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;Stone;300;Gd;TA;PConc;Ex;TA;No;GLQ;1288;Unf;0;294;1582;GasA;Ex;Y;SBrkr;1610;551;0;2161;1;0;1;1;3;1;Ex;8;Typ;1;Gd;Attchd;2007;Fin;3;789;TA;TA;Y;178;120;0;0;0;0;NA;NA;NA;0;11;2007;New;Partial;325624
169;60;RL;62;8244;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;840;840;GasA;Ex;Y;SBrkr;840;880;0;1720;0;0;2;1;3;1;Gd;7;Typ;1;Gd;Attchd;2004;Fin;2;440;TA;TA;Y;100;48;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;183500
170;20;RL;NA;16669;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Timber;Norm;Norm;1Fam;1Story;8;6;1981;1981;Hip;WdShake;Plywood;Plywood;BrkFace;653;Gd;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;1686;1686;GasA;TA;Y;SBrkr;1707;0;0;1707;0;0;2;1;2;1;TA;6;Typ;1;TA;Attchd;1981;RFn;2;511;TA;TA;Y;574;64;0;0;0;0;NA;NA;NA;0;1;2006;WD;Normal;228000
171;50;RM;NA;12358;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;OldTown;Feedr;Norm;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;360;Unf;0;360;720;GasA;TA;Y;SBrkr;854;0;528;1382;0;0;1;1;2;1;TA;7;Typ;0;NA;Detchd;1991;Unf;2;660;TA;TA;Y;237;0;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;128500
172;20;RL;141;31770;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1960;1960;Hip;CompShg;BrkFace;Plywood;Stone;112;TA;TA;CBlock;TA;Gd;Gd;BLQ;639;Unf;0;441;1080;GasA;Fa;Y;SBrkr;1656;0;0;1656;1;0;1;0;3;1;TA;7;Typ;2;Gd;Attchd;1960;Fin;2;528;TA;TA;P;210;62;0;0;0;0;NA;NA;NA;0;5;2010;WD;Normal;215000
173;160;RL;44;5306;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;TwnhsE;2Story;7;7;1987;1987;Gable;CompShg;HdBoard;HdBoard;None;0;Gd;Gd;PConc;Gd;Gd;No;GLQ;495;Rec;215;354;1064;GasA;Gd;Y;SBrkr;1064;703;0;1767;1;0;2;0;2;1;Gd;5;Typ;1;TA;Attchd;1987;RFn;2;504;Gd;TA;Y;441;35;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;239000
174;20;RL;80;10197;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1961;1961;Gable;CompShg;WdShing;Wd Shng;BrkCmn;491;TA;TA;CBlock;TA;TA;No;ALQ;288;Rec;374;700;1362;GasA;TA;Y;SBrkr;1362;0;0;1362;1;0;1;1;3;1;TA;6;Typ;1;TA;Attchd;1961;Unf;2;504;TA;TA;Y;0;20;0;0;0;0;NA;NA;NA;0;6;2008;COD;Normal;163000
175;20;RL;47;12416;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;1Story;6;5;1986;1986;Gable;CompShg;VinylSd;Plywood;Stone;132;TA;TA;CBlock;Gd;Fa;No;ALQ;1398;LwQ;208;0;1606;GasA;TA;Y;SBrkr;1651;0;0;1651;1;0;2;0;3;1;TA;7;Min2;1;TA;Attchd;1986;Fin;2;616;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;11;2008;WD;Normal;184000
176;20;RL;84;12615;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1Story;6;7;1950;2001;Gable;CompShg;WdShing;Wd Shng;None;0;TA;TA;CBlock;TA;Gd;Av;ALQ;477;Unf;0;725;1202;GasA;TA;Y;SBrkr;2158;0;0;2158;1;0;2;0;4;1;Gd;7;Typ;1;Gd;Attchd;1950;Unf;2;576;TA;TA;Y;0;29;39;0;0;0;NA;MnPrv;NA;0;6;2007;WD;Normal;243000
177;60;RL;97;10029;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;ClearCr;Norm;Norm;1Fam;2Story;6;5;1988;1989;Gable;CompShg;Plywood;Plywood;BrkFace;268;Gd;TA;PConc;Gd;TA;No;GLQ;831;Unf;0;320;1151;GasA;TA;Y;SBrkr;1164;896;0;2060;0;1;2;1;4;1;TA;8;Typ;1;TA;Attchd;1988;Unf;2;521;TA;TA;Y;0;228;0;0;192;0;NA;NA;NA;0;9;2007;WD;Normal;211000
178;50;RL;NA;13650;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1.5Fin;5;5;1958;1958;Gable;CompShg;MetalSd;MetalSd;None;0;Gd;Gd;CBlock;TA;TA;No;ALQ;57;BLQ;441;554;1052;GasA;Ex;Y;SBrkr;1252;668;0;1920;1;0;2;0;4;1;Gd;8;Typ;1;Gd;Attchd;1958;Unf;2;451;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;172500
179;20;RL;63;17423;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;StoneBr;Norm;Norm;1Fam;1Story;9;5;2008;2009;Hip;CompShg;VinylSd;VinylSd;Stone;748;Ex;TA;PConc;Ex;TA;No;GLQ;1904;Unf;0;312;2216;GasA;Ex;Y;SBrkr;2234;0;0;2234;1;0;2;0;1;1;Ex;9;Typ;1;Gd;Attchd;2009;Fin;3;1166;TA;TA;Y;0;60;0;0;0;0;NA;NA;NA;0;7;2009;New;Partial;501837
180;30;RM;60;8520;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1Story;5;6;1923;2006;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;CBlock;TA;TA;No;Unf;0;Unf;0;968;968;GasA;TA;Y;SBrkr;968;0;0;968;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1935;Unf;2;480;Fa;TA;N;0;0;184;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;100000
181;160;FV;NA;2117;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;Twnhs;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;456;Gd;TA;PConc;Gd;TA;No;GLQ;436;Unf;0;320;756;GasA;Ex;Y;SBrkr;769;756;0;1525;0;0;2;1;3;1;Gd;5;Typ;1;TA;Detchd;2000;Unf;2;440;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;177000
182;70;RL;54;7588;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;7;6;1920;1950;Gable;CompShg;Stucco;Stucco;None;0;TA;TA;BrkTil;Fa;TA;No;LwQ;352;Unf;0;441;793;GasA;Gd;Y;SBrkr;901;901;0;1802;0;0;1;1;4;1;TA;9;Typ;1;Gd;Detchd;1920;Unf;1;216;Fa;TA;Y;0;0;40;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;200100
183;20;RL;60;9060;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Artery;Norm;1Fam;1Story;5;6;1957;2006;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;98;TA;TA;PConc;NA;NA;NA;NA;0;NA;0;0;0;GasA;Ex;Y;SBrkr;1340;0;0;1340;0;0;1;0;3;1;TA;7;Typ;1;Gd;Attchd;1957;RFn;1;252;TA;TA;Y;116;0;0;180;0;0;NA;MnPrv;NA;0;6;2007;WD;Normal;120000
184;50;RM;63;11426;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1362;1362;GasA;Ex;Y;SBrkr;1362;720;0;2082;0;0;2;1;3;1;Gd;6;Mod;0;NA;Detchd;2003;Unf;2;484;TA;TA;N;280;238;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;200000
185;50;RL;92;7438;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;BrkSide;RRAn;Feedr;1Fam;1.5Fin;5;8;1908;1991;Gable;CompShg;AsbShng;Plywood;None;0;TA;TA;PConc;Fa;TA;No;Unf;0;Unf;0;504;504;GasA;Gd;Y;SBrkr;936;316;0;1252;0;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1986;Unf;2;576;TA;TA;Y;104;0;0;0;0;0;NA;MnPrv;NA;0;6;2006;WD;Normal;127000
186;75;RM;90;22950;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;2.5Fin;10;9;1892;1993;Gable;WdShngl;Wd Sdng;Wd Sdng;None;0;Gd;Gd;BrkTil;TA;TA;Mn;Unf;0;Unf;0;1107;1107;GasA;Ex;Y;SBrkr;1518;1518;572;3608;0;0;2;1;4;1;Ex;12;Typ;2;TA;Detchd;1993;Unf;3;840;Ex;TA;Y;0;260;0;0;410;0;NA;GdPrv;NA;0;6;2006;WD;Normal;475000
187;80;RL;NA;9947;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Mitchel;Norm;Norm;1Fam;SLvl;7;5;1990;1991;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Gd;TA;Av;GLQ;611;Unf;0;577;1188;GasA;Ex;Y;SBrkr;1217;0;0;1217;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1990;Unf;2;497;TA;TA;Y;168;27;0;0;0;0;NA;GdPrv;NA;0;6;2009;WD;Normal;173000
188;50;RL;60;10410;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;7;1916;1987;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;Fa;TA;No;Unf;0;Unf;0;660;660;GasA;Ex;Y;SBrkr;808;704;144;1656;0;0;2;1;3;1;TA;8;Min2;0;NA;Detchd;1916;Unf;1;180;Fa;Fa;N;0;0;0;140;0;0;NA;MnPrv;NA;0;8;2009;WD;Normal;135000
189;90;RL;64;7018;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;SawyerW;Feedr;Norm;Duplex;SFoyer;5;5;1979;1979;Gable;CompShg;Plywood;Plywood;Stone;275;TA;TA;CBlock;Gd;TA;Av;GLQ;1086;Unf;0;0;1086;GasA;TA;Y;SBrkr;1224;0;0;1224;2;0;0;2;2;2;TA;6;Typ;2;TA;Detchd;1979;Unf;2;528;TA;TA;Y;120;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Alloca;153337
190;120;RL;41;4923;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;StoneBr;Norm;Norm;TwnhsE;1Story;8;5;2001;2002;Gable;CompShg;CemntBd;CmentBd;None;0;Gd;TA;PConc;Ex;TA;Av;GLQ;1153;Unf;0;440;1593;GasA;Ex;Y;SBrkr;1593;0;0;1593;1;0;1;1;0;1;Ex;5;Typ;1;Gd;Attchd;2001;Fin;2;682;TA;TA;Y;0;120;0;0;224;0;NA;NA;NA;0;8;2008;WD;Normal;286000
191;70;RL;70;10570;Pave;NA;Reg;Bnk;AllPub;Inside;Mod;Crawfor;Norm;Norm;1Fam;2Story;8;8;1932;1994;Hip;CompShg;BrkFace;BrkFace;None;0;Gd;TA;CBlock;Gd;Gd;No;Rec;297;Unf;0;556;853;GasA;TA;Y;SBrkr;1549;1178;0;2727;0;0;2;1;3;1;Gd;10;Maj1;2;TA;Detchd;1932;Unf;2;440;TA;TA;Y;0;74;0;0;0;0;NA;NA;NA;0;12;2007;WD;Normal;315000
192;60;RL;NA;7472;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;NAmes;Norm;Norm;1Fam;2Story;7;9;1972;2004;Gable;CompShg;HdBoard;HdBoard;BrkFace;138;TA;TA;CBlock;TA;TA;No;ALQ;626;Unf;0;99;725;GasA;Gd;Y;SBrkr;725;754;0;1479;1;0;1;1;4;1;Gd;7;Typ;0;NA;Attchd;1972;Fin;2;484;TA;TA;Y;0;32;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;184000
193;20;RL;68;9017;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;560;Unf;0;871;1431;GasA;Ex;Y;SBrkr;1431;0;0;1431;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1999;Fin;2;666;TA;TA;Y;0;35;0;0;0;0;NA;NA;NA;0;9;2009;WD;Normal;192000
194;160;RM;24;2522;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Twnhs;2Story;7;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;Stone;50;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;970;970;GasA;Ex;Y;SBrkr;970;739;0;1709;0;0;2;0;3;1;Gd;7;Maj1;0;NA;Detchd;2004;Unf;2;380;TA;TA;Y;0;40;0;0;0;0;NA;NA;NA;0;5;2006;WD;Normal;130000
195;20;RL;60;7180;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;7;1972;1972;Hip;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;Av;ALQ;390;Unf;0;474;864;GasA;TA;Y;SBrkr;864;0;0;864;0;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1989;Unf;1;352;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;5;2008;WD;Normal;127000
196;160;RL;24;2280;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;NPkVill;Norm;Norm;Twnhs;2Story;6;6;1976;1976;Gable;CompShg;Plywood;Brk Cmn;None;0;TA;TA;CBlock;Gd;TA;No;ALQ;566;Unf;0;289;855;GasA;TA;Y;SBrkr;855;601;0;1456;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1976;Unf;2;440;TA;TA;Y;87;0;0;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;148500
197;20;RL;79;9416;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2007;2007;Hip;CompShg;CemntBd;CmentBd;Stone;205;Ex;TA;PConc;Ex;TA;No;GLQ;1126;Unf;0;600;1726;GasA;Ex;Y;SBrkr;1726;0;0;1726;1;0;2;0;3;1;Ex;8;Typ;1;Gd;Attchd;2007;Fin;3;786;TA;TA;Y;171;138;0;0;266;0;NA;NA;NA;0;9;2007;New;Partial;311872
