Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
248;20;RL;75;11310;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1954;1954;Hip;CompShg;Wd Sdng;BrkFace;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1367;1367;GasA;Ex;Y;SBrkr;1375;0;0;1375;0;0;1;0;2;1;TA;5;Typ;1;TA;Attchd;1954;Unf;2;451;TA;TA;Y;0;30;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;140000
249;60;RL;72;11317;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;BrkFace;101;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;840;840;GasA;Ex;Y;SBrkr;840;828;0;1668;0;0;2;1;3;1;Gd;8;Typ;0;NA;Attchd;2003;RFn;2;500;TA;TA;Y;144;68;0;0;0;0;NA;NA;NA;0;9;2007;WD;Normal;180000
250;50;RL;NA;159000;Pave;NA;IR2;Low;AllPub;CulDSac;Sev;ClearCr;Norm;Norm;1Fam;1.5Fin;6;7;1958;2006;Gable;CompShg;Wd Sdng;HdBoard;BrkCmn;472;Gd;TA;CBlock;Gd;TA;Gd;Rec;697;Unf;0;747;1444;GasA;Gd;Y;SBrkr;1444;700;0;2144;0;1;2;0;4;1;Gd;7;Typ;2;TA;Attchd;1958;Fin;2;389;TA;TA;Y;0;98;0;0;0;0;NA;NA;Shed;500;6;2007;WD;Normal;277000
251;30;RL;55;5350;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1Story;3;2;1940;1966;Gable;CompShg;Wd Sdng;Plywood;None;0;TA;Po;CBlock;TA;TA;No;Unf;0;Unf;0;728;728;GasA;Ex;Y;SBrkr;1306;0;0;1306;0;0;1;0;3;1;Fa;6;Mod;0;NA;NA;NA;NA;0;0;NA;NA;Y;263;0;0;0;0;0;NA;GdWo;Shed;450;5;2010;WD;Normal;76500
252;120;RM;44;4750;Pave;NA;IR1;HLS;AllPub;Inside;Mod;Crawfor;Norm;Norm;TwnhsE;1Story;8;5;2006;2007;Hip;CompShg;VinylSd;VinylSd;Stone;481;Gd;TA;PConc;Gd;TA;Gd;GLQ;1573;Unf;0;0;1573;GasA;Ex;Y;SBrkr;1625;0;0;1625;1;1;2;0;2;1;Gd;5;Typ;1;Gd;Attchd;2006;Fin;2;538;TA;TA;Y;123;0;0;0;153;0;NA;NA;NA;0;12;2007;WD;Family;235000
253;60;RL;65;8366;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;6;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;798;798;GasA;Ex;Y;SBrkr;798;842;0;1640;0;0;2;1;3;1;Gd;6;Typ;0;NA;Attchd;2004;RFn;2;520;TA;TA;Y;138;45;0;0;0;0;NA;NA;NA;0;12;2008;WD;Normal;173000
254;80;RL;85;9350;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SLvl;6;7;1964;1991;Hip;CompShg;HdBoard;HdBoard;BrkFace;108;TA;TA;CBlock;Gd;TA;Gd;LwQ;270;ALQ;580;452;1302;GasA;Ex;Y;SBrkr;1302;0;0;1302;0;1;2;0;3;1;Gd;7;Min1;0;NA;Attchd;1964;RFn;1;309;TA;TA;Y;333;0;0;0;0;0;NA;MnPrv;NA;0;10;2007;CWD;Normal;158000
255;20;RL;70;8400;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1957;1957;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;TA;No;Rec;922;Unf;0;392;1314;GasA;TA;Y;SBrkr;1314;0;0;1314;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1957;RFn;1;294;TA;TA;Y;250;0;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;145000
256;60;RL;66;8738;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;1999;1999;Gable;CompShg;VinylSd;VinylSd;BrkFace;302;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;975;975;GasA;Ex;Y;SBrkr;1005;1286;0;2291;0;0;2;1;4;1;Gd;8;Typ;1;TA;BuiltIn;1999;Fin;2;429;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;2;2006;WD;Normal;230000
257;60;FV;64;8791;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Rec;503;Unf;0;361;864;GasA;Ex;Y;SBrkr;864;864;0;1728;0;0;2;1;3;1;Gd;7;Typ;0;NA;Attchd;2003;RFn;2;673;TA;TA;Y;216;56;0;0;0;0;NA;NA;NA;0;5;2008;WD;Normal;207500
258;20;RL;68;8814;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Stone;180;Gd;TA;PConc;Gd;TA;No;GLQ;1334;Unf;0;270;1604;GasA;Ex;Y;SBrkr;1604;0;0;1604;1;0;2;1;3;1;Gd;8;Typ;1;Gd;Attchd;2006;RFn;2;660;TA;TA;Y;123;110;0;0;0;0;NA;NA;NA;0;3;2009;WD;Abnorml;220000
259;60;RL;80;12435;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;BrkFace;172;Gd;TA;PConc;Gd;TA;No;GLQ;361;Unf;0;602;963;GasA;Ex;Y;SBrkr;963;829;0;1792;0;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;2001;RFn;2;564;TA;TA;Y;0;96;0;245;0;0;NA;NA;NA;0;5;2008;WD;Normal;231500
260;20;RM;70;12702;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1Story;5;5;1956;1956;Gable;CompShg;BrkFace;BrkFace;None;0;TA;TA;PConc;NA;NA;NA;NA;0;NA;0;0;0;GasA;Gd;Y;FuseA;882;0;0;882;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1956;Unf;1;308;TA;TA;Y;0;45;0;0;0;0;NA;NA;NA;0;12;2008;WD;Normal;97000
261;80;RL;120;19296;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Artery;Norm;1Fam;SLvl;6;5;1962;1962;Gable;CompShg;Wd Sdng;Wd Sdng;BrkFace;399;TA;TA;CBlock;TA;TA;Gd;Rec;672;ALQ;690;0;1362;GasA;TA;Y;SBrkr;1382;0;0;1382;1;0;1;0;3;1;TA;6;Typ;1;TA;Attchd;1991;Unf;2;884;TA;TA;Y;0;0;252;0;0;0;NA;GdWo;NA;0;5;2009;WD;Normal;176000
262;60;RL;69;9588;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2007;2007;Gable;CompShg;CemntBd;CmentBd;Stone;270;Gd;TA;PConc;Ex;TA;No;Unf;0;Unf;0;1482;1482;GasA;Ex;Y;SBrkr;1482;1092;0;2574;0;0;2;1;3;1;Ex;10;Typ;1;Gd;BuiltIn;2007;Fin;3;868;TA;TA;Y;0;148;0;0;0;0;NA;NA;NA;0;11;2007;New;Partial;276000
263;80;RL;88;8471;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Norm;1Fam;SLvl;6;7;1977;1995;Gable;CompShg;HdBoard;Plywood;BrkFace;46;TA;TA;CBlock;Gd;Gd;Av;ALQ;506;Unf;0;0;506;GasA;TA;Y;SBrkr;1212;0;0;1212;1;0;1;0;3;1;TA;6;Typ;1;TA;Attchd;1978;Unf;2;492;TA;TA;Y;292;12;0;0;0;0;NA;GdWo;NA;0;7;2006;WD;Normal;151000
264;50;RM;50;5500;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;7;1929;2001;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;LwQ;234;ALQ;692;0;926;GasA;TA;Y;SBrkr;926;0;390;1316;1;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1974;Unf;2;484;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;130000
265;30;RM;30;5232;Pave;Grvl;IR3;Bnk;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;1Story;5;5;1925;2004;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;Fa;TA;No;Unf;0;Unf;0;680;680;GasA;Gd;N;FuseP;764;0;0;764;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1965;Unf;2;504;TA;TA;N;0;0;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;73000
266;20;RL;78;12090;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;6;6;1981;1981;Gable;CompShg;MetalSd;MetalSd;BrkFace;210;TA;Gd;CBlock;Gd;TA;No;GLQ;588;LwQ;228;606;1422;GasA;TA;Y;SBrkr;1422;0;0;1422;0;0;2;0;3;1;Gd;7;Typ;1;TA;Attchd;1981;Fin;2;576;TA;TA;Y;276;0;0;0;0;0;NA;GdPrv;NA;0;6;2008;WD;Normal;175500
267;60;RL;70;11207;Pave;NA;IR1;HLS;AllPub;FR2;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1997;1997;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;Av;GLQ;714;Unf;0;88;802;GasA;Gd;Y;SBrkr;802;709;0;1511;1;0;2;1;3;1;TA;8;Typ;1;TA;Attchd;1997;Fin;2;413;TA;TA;Y;95;75;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;185000
268;75;RL;60;8400;Pave;NA;Reg;Bnk;AllPub;Inside;Mod;SWISU;Norm;Norm;1Fam;2.5Fin;5;8;1939;1997;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;No;LwQ;378;Unf;0;342;720;GasA;Ex;Y;SBrkr;1052;720;420;2192;0;0;2;1;4;1;Gd;8;Typ;1;Gd;Detchd;1939;Unf;1;240;TA;TA;Y;262;24;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;179500
269;30;RM;71;6900;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;5;6;1940;1955;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;ALQ;403;Rec;125;212;740;GasA;Ex;Y;SBrkr;778;0;0;778;0;0;1;0;2;1;TA;4;Typ;1;Gd;Detchd;1966;Fin;1;924;Ex;Ex;Y;0;25;0;0;0;0;NA;NA;NA;0;2;2008;WD;Normal;120500
270;20;RL;NA;7917;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1Story;6;7;1976;1976;Hip;CompShg;HdBoard;HdBoard;BrkFace;174;TA;Gd;CBlock;TA;Gd;No;BLQ;751;Unf;0;392;1143;GasA;TA;Y;SBrkr;1113;0;0;1113;1;0;1;1;3;1;TA;6;Typ;1;Fa;Attchd;1987;RFn;1;504;TA;Gd;Y;370;30;0;0;0;0;NA;GdPrv;NA;0;5;2007;WD;Normal;148000
271;60;FV;84;10728;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;8;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Mn;Unf;0;Unf;0;1095;1095;GasA;Gd;Y;SBrkr;1095;844;0;1939;0;0;2;1;3;1;Gd;8;Typ;1;Gd;Attchd;2006;RFn;3;1053;TA;TA;Y;192;51;0;0;0;0;NA;NA;NA;0;8;2006;New;Partial;266000
272;20;RL;73;39104;Pave;NA;IR1;Low;AllPub;CulDSac;Sev;ClearCr;Norm;Norm;1Fam;1Story;7;7;1954;2005;Flat;Membran;Plywood;Plywood;None;0;TA;TA;CBlock;Gd;TA;Gd;LwQ;226;GLQ;1063;96;1385;GasA;Ex;Y;SBrkr;1363;0;0;1363;1;0;1;0;2;1;TA;5;Mod;2;TA;Attchd;1954;Unf;2;439;TA;TA;Y;81;0;0;0;0;0;NA;NA;NA;0;4;2008;WD;Normal;241500
273;60;RL;92;11764;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;7;1999;2007;Gable;CompShg;VinylSd;VinylSd;BrkFace;348;Gd;TA;PConc;Gd;TA;No;GLQ;524;Unf;0;628;1152;GasA;Ex;Y;SBrkr;1164;1106;0;2270;0;0;2;1;4;1;Gd;9;Typ;1;Gd;Attchd;1999;Fin;3;671;TA;TA;Y;132;57;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;290000
274;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;1Story;6;6;1958;1988;Hip;CompShg;Wd Sdng;Wd Sdng;BrkCmn;183;TA;TA;CBlock;TA;TA;No;Rec;620;LwQ;620;0;1240;GasA;Gd;Y;SBrkr;1632;0;0;1632;1;0;2;0;3;1;TA;6;Min1;1;Gd;Attchd;1958;RFn;1;338;TA;TA;Y;289;0;0;0;0;0;NA;MnPrv;NA;0;4;2009;WD;Normal;139000
275;20;RL;76;8314;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Mitchel;Norm;Norm;1Fam;1Story;5;7;1982;1982;Gable;CompShg;HdBoard;ImStucc;None;0;TA;TA;CBlock;TA;TA;Gd;ALQ;546;Unf;0;270;816;GasA;TA;Y;SBrkr;816;0;0;816;0;0;1;0;2;1;TA;5;Typ;0;NA;Attchd;1982;Unf;1;264;TA;TA;Y;168;0;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;124500
276;50;RL;55;7264;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;7;7;1925;2007;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;Gd;BrkTil;TA;TA;No;Unf;0;Unf;0;952;952;GasW;Gd;N;SBrkr;952;596;0;1548;0;0;2;1;3;1;Ex;5;Typ;0;NA;Detchd;1978;Unf;2;672;TA;TA;Y;74;0;0;0;144;0;NA;NA;NA;0;10;2009;WD;Normal;205000
277;20;RL;129;9196;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;1Fam;1Story;7;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;TA;No;Unf;0;Unf;0;1560;1560;GasA;Ex;Y;SBrkr;1560;0;0;1560;0;0;2;0;3;1;Gd;7;Typ;0;NA;Attchd;2003;Fin;2;573;TA;TA;Y;100;150;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;201000
278;20;RL;140;19138;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;1Story;4;5;1951;1951;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;LwQ;120;Unf;0;744;864;GasA;Ex;Y;SBrkr;864;0;0;864;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1951;Unf;2;400;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;141000
279;20;RL;107;14450;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;9;5;2006;2007;Gable;CompShg;CemntBd;CmentBd;BrkFace;315;Ex;TA;PConc;Ex;TA;Gd;Unf;0;Unf;0;2121;2121;GasA;Ex;Y;SBrkr;2121;0;0;2121;0;0;2;1;3;1;Ex;8;Typ;1;Ex;Attchd;2007;Fin;3;732;TA;TA;Y;124;98;0;0;142;0;NA;NA;NA;0;5;2007;New;Partial;415298
280;60;RL;83;10005;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;2Story;7;5;1977;1977;Hip;CompShg;Plywood;Plywood;BrkFace;299;TA;TA;CBlock;Gd;TA;No;BLQ;392;Unf;0;768;1160;GasA;Ex;Y;SBrkr;1156;866;0;2022;0;0;2;1;4;1;TA;8;Typ;1;TA;Attchd;1977;Fin;2;505;TA;TA;Y;288;117;0;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;192000
281;60;RL;82;11287;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;7;6;1989;1989;Gable;CompShg;Plywood;Plywood;BrkFace;340;Gd;TA;CBlock;Gd;TA;Av;GLQ;421;Unf;0;386;807;GasA;Gd;Y;SBrkr;1175;807;0;1982;0;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1989;Fin;2;575;TA;TA;Y;0;84;0;196;0;0;NA;NA;NA;0;1;2007;WD;Normal;228500
282;20;FV;60;7200;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;6;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Stone;68;Gd;TA;PConc;Gd;TA;No;GLQ;905;Unf;0;357;1262;GasA;Gd;Y;SBrkr;1262;0;0;1262;0;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;2006;Fin;2;572;TA;TA;Y;0;120;0;0;0;0;NA;NA;NA;0;5;2006;New;Partial;185000
283;120;RL;34;5063;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;Twnhs;1Story;7;5;2007;2008;Gable;CompShg;VinylSd;VinylSd;Stone;166;Gd;TA;PConc;Gd;TA;No;GLQ;904;Unf;0;410;1314;GasA;Ex;Y;SBrkr;1314;0;0;1314;1;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2008;RFn;2;626;TA;TA;Y;172;62;0;0;0;0;NA;NA;NA;0;4;2009;ConLw;Normal;207500
284;20;RL;74;9612;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Feedr;Norm;1Fam;1Story;8;5;2008;2009;Gable;CompShg;VinylSd;VinylSd;Stone;72;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1468;1468;GasA;Ex;Y;SBrkr;1468;0;0;1468;0;0;2;0;3;1;Gd;6;Typ;1;Gd;Attchd;2008;Fin;3;898;TA;TA;Y;210;150;0;0;0;0;NA;NA;NA;0;12;2009;New;Partial;244600
285;120;RL;50;8012;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;TwnhsE;1Story;6;5;1992;1992;Gable;CompShg;Plywood;ImStucc;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;430;Unf;0;1145;1575;GasA;Gd;Y;SBrkr;1575;0;0;1575;1;0;2;0;2;1;Gd;5;Typ;0;NA;Attchd;1992;RFn;2;529;TA;TA;Y;0;0;52;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;179200
286;160;FV;35;4251;Pave;Pave;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;7;5;2006;2007;Gable;CompShg;MetalSd;MetalSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;625;625;GasA;Ex;Y;SBrkr;625;625;0;1250;0;0;2;1;2;1;Gd;5;Typ;0;NA;Detchd;2006;RFn;2;528;TA;TA;Y;0;54;0;0;0;0;NA;NA;NA;0;6;2007;New;Partial;164700
287;50;RL;77;9786;Pave;NA;IR1;Bnk;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1.5Fin;6;7;1962;1981;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Rec;600;Unf;0;312;912;GasA;TA;Y;SBrkr;1085;649;0;1734;0;0;1;1;3;1;Gd;7;Typ;1;Gd;Attchd;1962;RFn;2;440;TA;TA;Y;0;0;0;0;128;0;NA;GdPrv;NA;0;6;2006;WD;Normal;159000
288;20;RL;NA;8125;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;4;1971;1971;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;BLQ;614;Unf;0;244;858;GasA;TA;Y;SBrkr;858;0;0;858;0;0;1;0;3;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;88000
289;20;RL;NA;9819;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;5;1967;1967;Gable;CompShg;MetalSd;MetalSd;BrkFace;31;TA;Gd;CBlock;TA;TA;No;BLQ;450;Unf;0;432;882;GasA;TA;Y;SBrkr;900;0;0;900;0;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1970;Unf;1;280;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;2;2010;WD;Normal;122000
290;70;RL;60;8730;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;RRAn;Norm;1Fam;2Story;6;7;1915;2003;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;698;698;GasA;Ex;Y;FuseA;698;698;0;1396;0;0;1;0;3;1;TA;7;Typ;0;NA;Detchd;2003;Unf;1;384;TA;TA;Y;0;0;0;0;259;0;NA;NA;NA;0;7;2007;WD;Normal;153575
291;60;RL;120;15611;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1079;1079;GasA;Ex;Y;SBrkr;1079;840;0;1919;0;0;2;1;3;1;Gd;8;Typ;1;Gd;Attchd;2006;RFn;2;685;Gd;TA;Y;0;51;0;0;0;0;NA;NA;NA;0;7;2006;New;Partial;233230
292;190;RL;55;5687;Pave;Grvl;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Norm;Norm;2fmCon;2Story;5;6;1912;2000;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Fa;PConc;TA;Fa;No;Rec;210;Unf;0;570;780;GasA;Ex;N;SBrkr;936;780;0;1716;1;0;2;0;6;1;Fa;9;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;184;0;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;135900
293;50;RL;60;11409;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;4;1949;2008;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;LwQ;292;Unf;0;476;768;GasA;Gd;Y;SBrkr;1148;568;0;1716;0;0;1;1;3;1;TA;8;Min2;1;Gd;Attchd;1949;Unf;1;281;TA;TA;Y;0;0;0;0;160;0;NA;NA;NA;0;1;2009;WD;Normal;131000
294;60;RL;NA;16659;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NWAmes;PosA;Norm;1Fam;2Story;7;7;1977;1994;Gable;CompShg;Plywood;Plywood;BrkFace;34;TA;TA;CBlock;TA;TA;No;ALQ;795;Unf;0;0;795;GasA;Fa;Y;SBrkr;1468;795;0;2263;1;0;2;1;3;1;Gd;9;Typ;1;TA;Attchd;1977;Fin;2;539;TA;TA;Y;0;250;0;0;0;0;NA;NA;NA;0;3;2006;WD;Normal;235000
295;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1953;1953;Hip;CompShg;HdBoard;HdBoard;Stone;238;TA;TA;CBlock;TA;TA;No;GLQ;1285;Unf;0;131;1416;GasA;TA;Y;SBrkr;1644;0;0;1644;1;0;1;0;3;1;TA;7;Typ;2;Gd;Attchd;1953;Fin;2;418;TA;TA;Y;110;0;0;0;0;0;NA;NA;NA;0;10;2009;WD;Normal;167000
296;80;RL;37;7937;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Mitchel;Norm;Norm;1Fam;SLvl;6;6;1984;1984;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;Av;GLQ;819;Unf;0;184;1003;GasA;TA;Y;SBrkr;1003;0;0;1003;1;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1984;Unf;2;588;TA;TA;Y;120;0;0;0;0;0;NA;GdPrv;NA;0;3;2006;WD;Normal;142500
297;50;RM;75;13710;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1.5Fin;5;5;1950;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;BLQ;420;Unf;0;490;910;GasA;TA;Y;FuseA;910;648;0;1558;0;0;1;1;4;1;TA;6;Typ;0;NA;Attchd;1950;Unf;1;282;TA;TA;Y;289;0;0;0;0;0;NA;MnPrv;NA;0;6;2007;WD;Normal;152000
