Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
348;20;RL;NA;17600;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1960;1960;Gable;CompShg;Wd Sdng;Wd Sdng;BrkFace;30;TA;TA;CBlock;TA;TA;No;BLQ;1270;Unf;0;208;1478;GasA;Ex;Y;FuseA;1478;0;0;1478;1;0;2;0;3;1;TA;6;Typ;2;Gd;Attchd;1960;Unf;2;498;TA;TA;Y;0;40;0;0;0;0;NA;NA;NA;0;12;2009;WD;Normal;157500
349;160;RL;36;2448;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;Twnhs;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;Wd Shng;Stone;106;Gd;TA;PConc;Gd;TA;No;GLQ;573;Unf;0;191;764;GasA;Ex;Y;SBrkr;764;862;0;1626;1;0;2;1;2;1;Gd;6;Typ;0;NA;BuiltIn;2003;RFn;2;474;TA;TA;Y;0;27;0;0;0;0;NA;NA;NA;0;10;2008;WD;Normal;154000
350;60;RL;56;20431;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2005;2006;Hip;CompShg;CemntBd;CmentBd;BrkFace;870;Ex;TA;PConc;Ex;TA;No;GLQ;1410;Unf;0;438;1848;GasA;Ex;Y;SBrkr;1848;880;0;2728;1;0;2;1;4;1;Ex;10;Typ;2;Ex;Attchd;2006;Fin;3;706;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2006;New;Partial;437154
351;120;RL;68;7820;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;TwnhsE;1Story;9;5;2007;2007;Hip;CompShg;MetalSd;MetalSd;BrkFace;362;Ex;TA;PConc;Ex;TA;No;Unf;0;Unf;0;1869;1869;GasA;Ex;Y;SBrkr;1869;0;0;1869;0;0;2;0;2;1;Ex;6;Typ;1;Gd;Attchd;2007;RFn;2;617;TA;TA;Y;210;54;0;0;0;0;NA;NA;NA;0;12;2007;New;Partial;318061
352;120;RL;NA;5271;Pave;NA;IR1;Low;AllPub;Inside;Mod;ClearCr;Norm;Norm;1Fam;1Story;7;5;1986;1986;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;Gd;TA;Gd;GLQ;1082;Unf;0;371;1453;GasA;Gd;Y;SBrkr;1453;0;0;1453;1;0;1;1;2;1;Gd;6;Typ;1;TA;Attchd;1986;RFn;2;445;TA;TA;Y;0;80;0;0;184;0;NA;NA;NA;0;12;2006;WD;Abnorml;190000
353;50;RL;60;9084;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Artery;Norm;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;Fa;Mn;LwQ;236;Rec;380;0;616;GasA;TA;N;SBrkr;616;495;0;1111;0;1;1;0;3;1;TA;5;Typ;0;NA;Detchd;1941;Unf;1;200;TA;Fa;Y;48;0;0;0;0;0;NA;NA;NA;0;3;2008;ConLw;Normal;95000
354;30;RM;60;8520;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1Story;6;8;1928;2003;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;BrkTil;TA;TA;No;Unf;0;Unf;0;624;624;GasA;Gd;Y;SBrkr;720;0;0;720;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;2005;Unf;2;484;TA;TA;Y;106;0;0;0;0;0;NA;NA;NA;0;5;2010;WD;Normal;105900
355;50;RL;60;8400;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1.5Fin;6;5;1940;2000;Gable;CompShg;Wd Sdng;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;LwQ;388;Unf;0;552;940;GasA;Ex;Y;SBrkr;1192;403;0;1595;0;0;1;0;2;1;TA;6;Typ;2;Gd;Attchd;1940;Unf;1;240;TA;TA;Y;0;0;108;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;140000
356;20;RL;105;11249;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;6;5;1995;1995;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;Gd;PConc;Gd;Gd;No;ALQ;334;BLQ;544;322;1200;GasA;Ex;Y;SBrkr;1200;0;0;1200;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1995;RFn;2;521;TA;TA;Y;0;26;0;0;0;0;NA;NA;NA;0;8;2007;WD;Normal;177500
357;20;RL;NA;9248;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;1Story;6;6;1992;1992;Gable;CompShg;HdBoard;HdBoard;BrkFace;106;TA;TA;PConc;Gd;TA;No;GLQ;560;Unf;0;598;1158;GasA;Gd;Y;SBrkr;1167;0;0;1167;1;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1992;RFn;2;400;TA;TA;Y;120;26;0;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;173000
358;120;RM;44;4224;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;1Story;5;5;1976;1976;Gable;CompShg;CemntBd;CmentBd;None;0;TA;TA;PConc;Gd;TA;No;ALQ;874;Unf;0;268;1142;GasA;TA;Y;SBrkr;1142;0;0;1142;1;0;1;1;3;1;TA;6;Typ;1;Po;Attchd;1976;Fin;2;528;TA;TA;Y;536;90;0;0;0;0;NA;MnPrv;NA;0;8;2007;WD;Normal;134000
359;80;RL;92;6930;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;SLvl;5;4;1958;1958;Hip;CompShg;Wd Sdng;ImStucc;BrkFace;120;TA;TA;CBlock;TA;TA;Av;BLQ;300;Rec;294;468;1062;GasA;Ex;Y;FuseF;1352;0;0;1352;0;1;1;0;3;1;Gd;6;Min2;0;NA;BuiltIn;1958;Unf;1;288;TA;TA;Y;168;0;294;0;0;0;NA;NA;NA;0;7;2006;WD;Abnorml;130000
360;60;RL;78;12011;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1998;1998;Gable;CompShg;VinylSd;VinylSd;BrkFace;530;Gd;TA;PConc;Gd;TA;Av;GLQ;956;Unf;0;130;1086;GasA;Ex;Y;SBrkr;1086;838;0;1924;1;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1998;RFn;2;592;TA;TA;Y;208;75;0;0;374;0;NA;NA;NA;0;6;2006;WD;Normal;280000
361;85;RL;NA;7540;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Mitchel;Norm;Norm;1Fam;SFoyer;6;6;1978;1978;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;Gd;TA;Av;GLQ;773;Unf;0;115;888;GasA;Ex;Y;SBrkr;912;0;0;912;1;0;1;0;2;1;TA;5;Typ;1;TA;Attchd;1978;RFn;2;470;TA;TA;Y;0;0;0;0;192;0;NA;MnPrv;NA;0;6;2007;WD;Normal;156000
362;50;RL;NA;9144;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;5;5;1940;1982;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;399;Unf;0;484;883;GasA;Gd;Y;SBrkr;988;517;0;1505;1;0;1;0;3;1;TA;8;Typ;0;NA;Detchd;1940;Unf;1;240;TA;TA;N;0;0;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;145000
363;85;RL;64;7301;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;SFoyer;7;5;2003;2003;Gable;CompShg;HdBoard;HdBoard;BrkFace;500;Gd;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Ex;Y;SBrkr;495;1427;0;1922;0;0;3;0;4;1;Gd;7;Typ;1;Ex;BuiltIn;2003;RFn;2;672;TA;TA;Y;0;0;177;0;0;0;NA;NA;NA;0;7;2009;ConLD;Normal;198500
364;160;RM;21;1680;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;8;1972;2007;Gable;CompShg;HdBoard;HdBoard;BrkFace;510;TA;TA;CBlock;TA;TA;No;ALQ;162;Unf;0;321;483;GasA;Gd;Y;SBrkr;483;504;0;987;0;0;1;1;2;1;Gd;5;Typ;0;NA;Detchd;1972;Unf;1;264;TA;TA;Y;250;0;0;0;0;0;NA;NA;NA;0;5;2009;WD;Normal;118000
365;60;RL;NA;18800;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;5;1976;1976;Gable;CompShg;HdBoard;HdBoard;BrkFace;120;TA;TA;PConc;Gd;TA;Mn;GLQ;712;Unf;0;84;796;GasA;TA;Y;SBrkr;790;784;0;1574;1;0;2;1;3;1;TA;6;Typ;1;TA;Attchd;1976;Fin;2;566;TA;TA;Y;306;111;0;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;190000
366;70;RM;59;10690;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;2Story;5;7;1920;1997;Hip;CompShg;VinylSd;VinylSd;None;0;TA;Gd;CBlock;TA;Fa;No;Rec;456;Unf;0;216;672;GasA;Gd;Y;FuseA;672;672;0;1344;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1964;Unf;1;468;TA;Fa;Y;0;128;218;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;147000
367;20;RL;NA;9500;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1963;1963;Gable;CompShg;Plywood;Plywood;BrkFace;247;TA;TA;CBlock;Gd;TA;No;BLQ;609;Unf;0;785;1394;GasA;Gd;Y;SBrkr;1394;0;0;1394;1;0;1;1;3;1;TA;6;Typ;2;Gd;Attchd;1963;RFn;2;514;TA;TA;Y;0;76;0;0;185;0;NA;NA;NA;0;7;2009;WD;Normal;159000
368;80;RL;101;9150;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;SLvl;6;5;1962;1962;Gable;Tar&Grv;Plywood;Plywood;BrkFace;305;TA;TA;CBlock;Gd;TA;Gd;GLQ;371;Unf;0;728;1099;GasA;Gd;Y;SBrkr;1431;0;0;1431;0;1;1;0;3;1;TA;6;Typ;1;Gd;Basment;1962;RFn;1;296;TA;TA;Y;64;110;0;0;0;0;NA;NA;NA;0;12;2008;WD;Normal;165000
369;20;RL;78;7800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1954;1954;Gable;CompShg;HdBoard;HdBoard;BrkFace;200;TA;TA;PConc;TA;TA;No;LwQ;540;Unf;0;728;1268;GasA;Gd;Y;SBrkr;1268;0;0;1268;0;0;1;0;2;1;TA;7;Typ;1;Gd;Attchd;1954;Fin;1;244;TA;TA;Y;0;98;0;0;0;0;NA;NA;NA;0;3;2010;WD;Normal;132000
370;20;RL;NA;9830;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1959;2006;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;CBlock;TA;TA;No;ALQ;72;Rec;258;733;1063;GasA;Ex;Y;SBrkr;1287;0;0;1287;1;0;1;0;3;1;Gd;7;Typ;1;Gd;Detchd;1997;Fin;2;576;TA;TA;Y;364;17;0;0;182;0;NA;NA;NA;0;3;2010;WD;Normal;162000
371;60;RL;NA;8121;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;953;953;GasA;Ex;Y;SBrkr;953;711;0;1664;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;2000;RFn;2;460;TA;TA;Y;100;40;0;0;0;0;NA;NA;NA;0;1;2006;WD;Normal;172400
372;50;RL;80;17120;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;ClearCr;Feedr;Norm;1Fam;1.5Fin;4;4;1959;1959;Gable;CompShg;WdShing;Plywood;None;0;TA;TA;CBlock;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;Y;SBrkr;1120;468;0;1588;0;0;2;0;4;1;TA;7;Min2;1;Gd;Detchd;1991;Fin;2;680;TA;TA;N;0;59;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;134432
373;120;RL;50;7175;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;TwnhsE;1Story;6;5;1984;1984;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;Gd;TA;No;ALQ;623;LwQ;121;0;744;GasA;TA;Y;SBrkr;752;0;0;752;1;0;1;0;2;1;TA;4;Typ;0;NA;Attchd;1984;Unf;1;264;TA;TA;Y;353;0;0;0;90;0;NA;MnPrv;NA;0;2;2010;WD;Normal;125000
374;20;RL;79;10634;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1953;1953;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;PConc;TA;TA;No;BLQ;428;LwQ;180;0;608;GasA;TA;Y;SBrkr;1319;0;0;1319;1;0;1;0;3;1;TA;5;Min2;0;NA;Attchd;1953;Unf;1;270;TA;TA;Y;66;0;0;0;0;0;NA;GdWo;NA;0;11;2009;WD;Normal;123000
375;60;RL;65;8200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2003;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;847;847;GasA;Ex;Y;SBrkr;847;1081;0;1928;0;0;2;1;4;1;Gd;8;Typ;1;Gd;BuiltIn;2003;Fin;2;434;TA;TA;Y;100;48;0;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;219500
376;30;RL;NA;10020;Pave;NA;IR1;Low;AllPub;Inside;Sev;Edwards;Norm;Norm;1Fam;1Story;1;1;1922;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Fa;Fa;BrkTil;Fa;Po;Gd;BLQ;350;Unf;0;333;683;GasA;Gd;N;FuseA;904;0;0;904;1;0;0;1;1;1;Fa;4;Maj1;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;3;2009;WD;Normal;61000
377;85;RL;57;8846;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;SFoyer;5;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;298;Unf;0;572;870;GasA;Ex;Y;SBrkr;914;0;0;914;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1998;Unf;2;576;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;148000
378;60;FV;102;11143;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Somerst;Norm;Norm;1Fam;2Story;8;5;2004;2005;Gable;CompShg;CemntBd;CmentBd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1580;1580;GasA;Ex;Y;SBrkr;1580;886;0;2466;0;0;3;0;4;1;Gd;8;Typ;1;Gd;Attchd;2004;RFn;2;610;TA;TA;Y;159;214;0;0;0;0;NA;NA;NA;0;12;2007;WD;Normal;340000
379;20;RL;88;11394;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;StoneBr;Norm;Norm;1Fam;1Story;9;2;2010;2010;Hip;CompShg;VinylSd;VinylSd;Stone;350;Gd;TA;PConc;Ex;TA;Av;GLQ;1445;Unf;0;411;1856;GasA;Ex;Y;SBrkr;1856;0;0;1856;1;0;1;1;1;1;Ex;8;Typ;1;Ex;Attchd;2010;Fin;3;834;TA;TA;Y;113;0;0;0;0;0;NA;NA;NA;0;6;2010;New;Partial;394432
380;60;RL;60;8123;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;RRAn;Norm;1Fam;2Story;6;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;BrkFace;16;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;982;982;GasA;Ex;Y;SBrkr;1007;793;0;1800;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;2000;Fin;2;463;TA;TA;Y;100;63;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;179000
381;50;RL;50;5000;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1.5Fin;5;6;1924;1950;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;LwQ;218;Unf;0;808;1026;GasA;TA;Y;SBrkr;1026;665;0;1691;0;0;2;0;3;1;Gd;6;Typ;1;Gd;Detchd;1924;Unf;1;308;TA;TA;Y;0;0;242;0;0;0;NA;NA;NA;0;5;2010;WD;Normal;127000
382;20;FV;60;7200;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;Gd;No;Unf;0;Unf;0;1293;1293;GasA;Ex;Y;SBrkr;1301;0;0;1301;1;0;2;0;2;1;Gd;5;Typ;1;Gd;Attchd;2006;RFn;2;572;TA;TA;Y;216;121;0;0;0;0;NA;NA;NA;0;8;2006;New;Partial;187750
383;60;RL;79;9245;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;939;939;GasA;Ex;Y;SBrkr;939;858;0;1797;0;0;2;1;3;1;Gd;8;Typ;0;NA;Attchd;2006;RFn;2;639;TA;TA;Y;144;53;0;0;0;0;NA;NA;NA;0;4;2007;WD;Normal;213500
384;45;RH;60;9000;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;SawyerW;Norm;Norm;1Fam;1.5Unf;6;3;1928;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;Fa;Fa;No;Unf;0;Unf;0;784;784;GasA;TA;N;FuseA;784;0;0;784;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1950;Unf;2;360;Fa;Fa;N;0;0;91;0;0;0;NA;NA;NA;0;10;2009;WD;Normal;76000
385;60;RL;NA;53107;Pave;NA;IR2;Low;AllPub;Corner;Mod;ClearCr;Feedr;Norm;1Fam;2Story;6;5;1992;1992;Gable;CompShg;HdBoard;HdBoard;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;985;Unf;0;595;1580;GasA;Ex;Y;SBrkr;1079;874;0;1953;1;0;2;1;3;1;Gd;9;Typ;2;Fa;Attchd;1992;Fin;2;501;TA;TA;Y;216;231;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;240000
386;120;RL;43;3182;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;8;5;2004;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;16;Gd;TA;PConc;Gd;TA;No;GLQ;24;Unf;0;1232;1256;GasA;Ex;Y;SBrkr;1269;0;0;1269;0;0;2;0;2;1;Gd;6;Typ;1;TA;Attchd;2004;Fin;2;430;TA;TA;Y;146;20;0;0;144;0;NA;NA;NA;0;4;2010;WD;Normal;192000
387;50;RL;58;8410;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;Edwards;Feedr;Norm;1Fam;1.5Fin;5;3;1910;1996;Gambrel;CompShg;Wd Sdng;VinylSd;None;0;TA;Fa;PConc;TA;TA;No;Unf;0;Unf;0;658;658;GasA;TA;Y;SBrkr;658;526;0;1184;0;0;1;0;5;1;TA;8;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;151;0;0;0;0;NA;NA;NA;0;5;2006;WD;AdjLand;81000
388;80;RL;72;7200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;SLvl;6;6;1976;1976;Hip;CompShg;MetalSd;MetalSd;BrkFace;255;TA;TA;CBlock;TA;TA;Av;ALQ;631;Unf;0;410;1041;GasA;Ex;Y;SBrkr;1125;0;0;1125;1;0;1;0;3;1;TA;6;Typ;1;Fa;Detchd;1977;Unf;1;352;TA;TA;Y;296;0;0;0;0;0;NA;GdWo;NA;0;10;2009;WD;Abnorml;125000
389;20;RL;93;9382;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;1999;2000;Gable;CompShg;VinylSd;VinylSd;BrkFace;125;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1468;1468;GasA;Ex;Y;SBrkr;1479;0;0;1479;0;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;1999;RFn;2;577;TA;TA;Y;120;25;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;191000
390;60;RL;96;12474;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;10;5;2007;2008;Gable;CompShg;VinylSd;VinylSd;Stone;272;Ex;TA;PConc;Ex;TA;Av;GLQ;1280;Unf;0;402;1682;GasA;Ex;Y;SBrkr;1742;590;0;2332;1;0;2;1;3;1;Ex;9;Typ;1;Ex;BuiltIn;2008;Fin;3;846;TA;TA;Y;196;134;0;0;0;0;NA;NA;NA;0;8;2008;New;Partial;426000
391;50;RL;50;8405;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;8;1900;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;Gd;No;Rec;241;BLQ;391;229;861;GasA;Ex;Y;SBrkr;961;406;0;1367;1;0;1;0;4;1;TA;7;Typ;0;NA;Detchd;1978;Unf;1;384;TA;TA;Y;0;130;112;0;0;0;NA;MnPrv;NA;0;4;2008;WD;Normal;119000
392;60;RL;71;12209;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Mitchel;Norm;Norm;1Fam;2Story;6;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Ex;TA;No;ALQ;690;Unf;0;114;804;GasA;Ex;Y;SBrkr;804;1157;0;1961;1;0;2;1;3;1;Gd;7;Typ;1;TA;BuiltIn;2001;Fin;2;560;TA;TA;Y;125;192;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;215000
393;20;RL;NA;8339;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1959;1959;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;Y;SBrkr;882;0;0;882;0;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1959;RFn;1;294;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;Shed;1200;7;2007;WD;Normal;106500
394;30;RL;NA;7446;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;BrkSide;Feedr;Norm;1Fam;1Story;4;5;1941;1950;Gable;CompShg;WdShing;Wd Shng;None;0;TA;TA;CBlock;TA;TA;No;Rec;266;Unf;0;522;788;GasA;TA;Y;FuseA;788;0;0;788;0;0;1;0;2;1;TA;4;Typ;2;TA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;GdWo;NA;0;4;2006;WD;Abnorml;100000
395;50;RL;60;10134;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;5;6;1940;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;735;735;GasA;Gd;Y;FuseA;735;299;0;1034;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1940;Unf;1;240;TA;TA;Y;0;39;0;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;109000
396;20;RL;68;9571;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;5;6;1956;1956;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;Av;BLQ;739;Unf;0;405;1144;GasA;TA;Y;SBrkr;1144;0;0;1144;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1956;Unf;1;596;TA;TA;Y;44;0;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;129000
397;20;RL;60;7200;Pave;NA;Reg;Low;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;5;1972;1972;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;Av;Rec;777;Unf;0;117;894;GasA;TA;Y;SBrkr;894;0;0;894;0;0;1;0;2;1;TA;6;Typ;0;NA;Detchd;1985;RFn;2;600;TA;TA;Y;215;0;0;0;0;0;NA;NA;NA;0;9;2009;WD;Normal;123000
