Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
398;60;RL;69;7590;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;PosN;Norm;1Fam;2Story;5;5;1962;1962;Gable;CompShg;VinylSd;VinylSd;BrkFace;288;TA;TA;CBlock;TA;TA;No;ALQ;540;Unf;0;324;864;GasA;TA;Y;SBrkr;876;936;0;1812;0;0;2;0;4;1;TA;8;Typ;1;TA;Attchd;1962;RFn;1;264;TA;TA;Y;0;168;0;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;169500
399;30;RM;60;8967;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;5;2;1920;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Fa;BrkTil;Fa;Po;No;Unf;0;Unf;0;961;961;GasA;Gd;Y;Mix;1077;0;0;1077;0;0;1;0;2;1;TA;6;Maj2;0;NA;Detchd;1920;Unf;1;338;Po;Po;N;0;0;0;0;0;0;NA;NA;NA;0;11;2007;WD;Abnorml;67000
400;60;FV;65;8125;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2006;2007;Gable;CompShg;CemntBd;CmentBd;Stone;100;Gd;TA;PConc;Gd;TA;No;GLQ;812;Unf;0;280;1092;GasA;Ex;Y;SBrkr;1112;438;0;1550;1;0;2;0;2;1;Gd;7;Typ;0;NA;Attchd;2007;Fin;2;438;TA;TA;Y;0;168;0;0;0;0;NA;NA;NA;0;10;2009;WD;Normal;241000
401;120;RL;38;14963;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;Veenker;Norm;Norm;TwnhsE;1Story;8;5;1996;1996;Gable;CompShg;BrkFace;BrkFace;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;786;Unf;0;474;1260;GasA;Ex;Y;SBrkr;1288;0;0;1288;1;0;1;1;1;1;Ex;4;Typ;2;Gd;Attchd;1996;Fin;2;500;TA;TA;Y;120;30;0;0;224;0;NA;NA;NA;0;12;2008;WD;Normal;245500
402;20;RL;65;8767;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;24;Unf;0;1286;1310;GasA;Ex;Y;SBrkr;1310;0;0;1310;0;0;2;0;3;1;Gd;6;Typ;1;Gd;Attchd;2005;Fin;2;400;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2006;New;Partial;164990
403;30;RL;60;10200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;8;1940;1997;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;PConc;TA;TA;No;Unf;0;Unf;0;672;672;GasA;Ex;Y;SBrkr;672;0;0;672;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1940;Unf;1;240;TA;TA;N;168;0;0;0;0;0;NA;GdPrv;NA;0;8;2008;WD;Normal;108000
404;60;RL;93;12090;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1998;1998;Hip;CompShg;VinylSd;VinylSd;BrkFace;650;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1141;1141;GasA;Gd;Y;SBrkr;1165;1098;0;2263;0;0;2;1;4;1;Gd;10;Typ;1;TA;BuiltIn;1998;Fin;2;420;TA;TA;Y;144;123;0;0;0;0;NA;NA;NA;0;7;2006;WD;Abnorml;258000
405;60;RL;NA;10364;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1995;1996;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;806;806;GasA;Gd;Y;SBrkr;806;766;0;1572;0;0;2;1;3;1;TA;7;Typ;1;TA;BuiltIn;1995;Fin;2;373;TA;TA;Y;0;40;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;168000
406;20;RL;NA;9991;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;4;4;1976;1993;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;TA;TA;No;BLQ;1116;Unf;0;165;1281;GasA;Ex;Y;SBrkr;1620;0;0;1620;1;0;2;0;3;1;TA;8;Min1;1;TA;Attchd;1993;Unf;2;490;TA;TA;Y;120;78;0;0;0;0;NA;GdWo;NA;0;6;2009;WD;Normal;150000
407;50;RL;51;10480;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;1.5Fin;6;5;1936;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;1064;1064;GasA;Ex;Y;FuseA;1166;0;473;1639;0;0;1;0;3;1;TA;6;Maj2;0;NA;Detchd;1936;Unf;1;240;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;115000
408;70;RL;63;15576;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;6;7;1915;1976;Gable;CompShg;Wd Sdng;Plywood;None;0;TA;TA;BrkTil;Gd;TA;No;Unf;0;Unf;0;840;840;GasA;Ex;Y;SBrkr;840;840;0;1680;0;0;2;0;4;1;TA;8;Typ;0;NA;Attchd;1960;Unf;1;308;TA;TA;Y;0;0;160;0;0;0;NA;NA;NA;0;3;2008;WD;Normal;177000
409;60;RL;109;14154;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NridgHt;Norm;Norm;1Fam;2Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;BrkFace;350;Gd;TA;PConc;Ex;Gd;No;Unf;0;Unf;0;1063;1063;GasA;Ex;Y;SBrkr;1071;1101;0;2172;0;0;2;1;3;1;Gd;9;Typ;1;Gd;Attchd;2006;RFn;3;947;TA;TA;Y;192;62;0;0;0;0;NA;NA;NA;0;8;2007;New;Partial;280000
410;60;FV;85;10800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;8;5;2007;2008;Gable;CompShg;VinylSd;VinylSd;Stone;100;Gd;TA;PConc;Ex;TA;No;GLQ;789;Unf;0;245;1034;GasA;Ex;Y;SBrkr;1050;1028;0;2078;1;0;2;1;3;1;Ex;8;Typ;1;Gd;Attchd;2008;Fin;3;836;TA;TA;Y;0;102;0;0;0;0;NA;NA;NA;0;4;2008;New;Partial;339750
411;20;RL;68;9571;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;5;3;1958;1958;Gable;CompShg;BrkComm;Brk Cmn;None;0;TA;Fa;CBlock;TA;Fa;No;Unf;0;Unf;0;1276;1276;GasA;TA;Y;FuseA;1276;0;0;1276;0;0;1;0;3;1;TA;5;Mod;0;NA;Attchd;1958;Unf;1;350;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2009;COD;Abnorml;60000
412;190;RL;100;34650;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;Gilbert;Norm;Norm;2fmCon;1Story;5;5;1955;1955;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;Mn;Rec;1056;Unf;0;0;1056;GasA;TA;N;SBrkr;1056;0;0;1056;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1955;Fin;2;572;TA;TA;Y;264;0;0;0;0;0;NA;NA;NA;0;1;2006;WD;Normal;145000
413;20;FV;NA;4403;Pave;NA;IR2;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2009;2009;Gable;CompShg;MetalSd;MetalSd;Stone;432;Ex;TA;PConc;Ex;TA;Av;GLQ;578;Unf;0;892;1470;GasA;Ex;Y;SBrkr;1478;0;0;1478;1;0;2;1;2;1;Gd;7;Typ;1;Gd;Attchd;2009;Fin;2;484;TA;TA;Y;0;144;0;0;0;0;NA;NA;NA;0;6;2010;New;Partial;222000
414;30;RM;56;8960;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;1Story;5;6;1927;1950;Gable;CompShg;WdShing;Wd Shng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1008;1008;GasA;Gd;Y;FuseA;1028;0;0;1028;0;0;1;0;2;1;TA;5;Typ;1;Gd;Detchd;1927;Unf;2;360;TA;TA;Y;0;0;130;0;0;0;NA;NA;NA;0;3;2010;WD;Normal;115000
415;60;RL;59;11228;Pave;NA;IR2;Lvl;AllPub;CulDSac;Gtl;SawyerW;Norm;Norm;1Fam;2Story;7;5;1993;1993;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;BLQ;50;GLQ;531;499;1080;GasA;Ex;Y;SBrkr;1080;1017;0;2097;0;1;2;1;3;1;Gd;9;Typ;1;TA;Attchd;1993;Unf;3;678;TA;TA;Y;196;187;0;0;0;0;NA;NA;NA;0;12;2008;WD;Normal;228000
416;20;RL;73;8899;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;24;Unf;0;1316;1340;GasA;Ex;Y;SBrkr;1340;0;0;1340;0;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;2007;Fin;2;396;TA;TA;Y;100;30;0;0;0;0;NA;NA;NA;0;8;2007;New;Partial;181134
417;60;RL;74;7844;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;2Story;6;7;1978;1978;Hip;CompShg;HdBoard;HdBoard;BrkFace;203;TA;TA;CBlock;TA;TA;No;ALQ;209;Unf;0;463;672;GasA;TA;Y;SBrkr;672;728;0;1400;0;0;1;1;3;1;TA;6;Typ;1;TA;Attchd;1978;Fin;2;440;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;3;2006;WD;Normal;149500
418;70;RL;86;22420;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Crawfor;Feedr;Norm;1Fam;2Story;6;6;1918;1950;Hip;CompShg;Wd Sdng;Stucco;None;0;TA;TA;BrkTil;Gd;TA;No;BLQ;1128;Unf;0;242;1370;GasW;TA;N;FuseA;1370;1254;0;2624;1;0;2;1;4;1;TA;10;Typ;1;Gd;Detchd;1918;Unf;3;864;TA;TA;N;0;0;0;0;0;0;NA;NA;NA;0;11;2007;WD;Normal;239000
419;50;RL;60;8160;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;6;1940;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;ALQ;312;Unf;0;444;756;GasA;Fa;N;FuseF;756;378;0;1134;1;0;1;1;3;1;TA;7;Typ;0;NA;Detchd;1940;Unf;1;240;TA;TA;P;0;0;0;0;0;0;NA;NA;NA;0;4;2007;WD;AdjLand;126000
420;20;RL;65;8450;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1968;1968;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;BLQ;775;Unf;0;281;1056;GasA;Ex;Y;SBrkr;1056;0;0;1056;1;0;1;0;3;1;TA;6;Typ;1;Fa;Attchd;1968;Unf;1;304;TA;TA;Y;0;85;184;0;0;0;NA;NA;NA;0;7;2010;WD;Normal;142000
421;90;RM;78;7060;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Norm;Norm;Duplex;SFoyer;7;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;BrkFace;200;TA;Gd;PConc;Gd;Gd;Gd;GLQ;1309;Unf;0;35;1344;GasA;Ex;Y;SBrkr;1344;0;0;1344;2;0;2;0;2;2;TA;8;Typ;0;NA;Attchd;1997;Fin;4;784;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;11;2008;WD;Alloca;206300
422;20;RL;NA;16635;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;NWAmes;Norm;Norm;1Fam;1Story;6;7;1977;2000;Gable;CompShg;CemntBd;CmentBd;Stone;126;Gd;TA;CBlock;Gd;TA;No;ALQ;1246;Unf;0;356;1602;GasA;Gd;Y;SBrkr;1602;0;0;1602;0;1;2;0;3;1;Gd;8;Typ;1;TA;Attchd;1977;Fin;2;529;TA;TA;Y;240;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;215000
423;20;RL;100;21750;Pave;NA;Reg;HLS;AllPub;Inside;Mod;Mitchel;Artery;Norm;1Fam;1Story;5;5;1954;1954;Hip;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;988;988;GasA;Ex;Y;FuseA;988;0;0;988;0;0;1;0;2;1;TA;4;Typ;0;NA;Attchd;1954;RFn;2;520;TA;TA;N;0;0;0;0;0;0;NA;NA;NA;0;2;2008;WD;Normal;113000
424;60;RL;80;9200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;1998;1998;Gable;CompShg;VinylSd;VinylSd;BrkFace;473;Gd;TA;PConc;Gd;TA;No;GLQ;986;Unf;0;484;1470;GasA;Gd;Y;SBrkr;1470;1160;0;2630;1;0;2;1;4;1;Gd;8;Typ;1;TA;Attchd;1998;Fin;3;696;TA;TA;Y;0;66;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;315000
425;20;RL;72;9000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1956;1956;Gable;CompShg;Wd Sdng;Wd Sdng;BrkFace;74;TA;TA;CBlock;Gd;TA;No;LwQ;616;Unf;0;580;1196;GasA;Gd;Y;FuseA;1196;0;0;1196;1;0;1;0;2;1;TA;6;Typ;1;Gd;Attchd;1956;RFn;1;297;TA;TA;Y;0;44;0;0;0;0;NA;NA;NA;0;5;2008;WD;Normal;139000
426;60;RM;60;3378;Pave;Grvl;Reg;HLS;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;2Story;7;8;1946;1992;Gable;CompShg;HdBoard;HdBoard;None;0;TA;Gd;CBlock;TA;TA;No;Unf;0;Unf;0;651;651;GasA;Gd;Y;SBrkr;707;682;0;1389;0;0;1;1;3;1;TA;6;Typ;2;Gd;Detchd;1947;Unf;1;240;TA;TA;P;0;0;126;0;0;0;NA;NA;NA;0;9;2009;WD;Normal;135000
427;80;RL;NA;12800;Pave;NA;Reg;Low;AllPub;Inside;Mod;SawyerW;Norm;Norm;1Fam;SLvl;7;5;1989;1989;Gable;CompShg;Wd Sdng;Wd Sdng;BrkFace;145;Gd;TA;PConc;Gd;TA;Gd;GLQ;1518;Unf;0;0;1518;GasA;Gd;Y;SBrkr;1644;0;0;1644;1;1;2;0;2;1;Gd;5;Typ;1;TA;Attchd;1989;Fin;2;569;TA;TA;Y;80;0;0;0;396;0;NA;NA;NA;0;8;2009;WD;Normal;275000
428;20;RL;77;8593;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;6;1957;1957;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;288;Unf;0;619;907;GasA;Ex;Y;SBrkr;907;0;0;907;0;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1964;Unf;1;352;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;109008
429;20;RL;64;6762;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;BrkFace;108;Gd;TA;PConc;Gd;TA;No;GLQ;664;Unf;0;544;1208;GasA;Ex;Y;SBrkr;1208;0;0;1208;1;0;2;0;2;1;Gd;6;Typ;0;NA;Attchd;2007;RFn;2;628;TA;TA;Y;105;54;0;0;0;0;NA;NA;NA;0;9;2007;New;Partial;195400
430;20;RL;130;11457;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Timber;Norm;Norm;1Fam;1Story;6;5;1988;1988;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;Gd;TA;Mn;GLQ;1005;Unf;0;387;1392;GasA;TA;Y;SBrkr;1412;0;0;1412;1;0;2;0;3;1;Gd;6;Typ;1;TA;Attchd;1988;Unf;2;576;TA;TA;Y;0;0;169;0;0;0;NA;NA;NA;0;3;2009;WD;Normal;175000
431;160;RM;21;1680;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;5;1971;1971;Gable;CompShg;HdBoard;HdBoard;BrkFace;232;TA;TA;CBlock;TA;TA;No;ALQ;387;Unf;0;96;483;GasA;TA;Y;SBrkr;483;504;0;987;0;0;1;1;2;1;TA;4;Typ;0;NA;Detchd;1971;Unf;1;264;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2008;COD;Abnorml;85400
432;50;RM;60;5586;Pave;NA;IR1;Bnk;AllPub;Inside;Gtl;OldTown;Feedr;Norm;1Fam;1.5Fin;6;7;1920;1998;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;901;901;GasA;Gd;Y;SBrkr;1088;110;0;1198;0;0;1;0;4;1;TA;7;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;98;0;0;0;0;NA;MnPrv;NA;0;9;2008;ConLD;Abnorml;79900
433;160;RM;24;1920;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;TwnhsE;2Story;5;5;1971;1971;Gable;CompShg;HdBoard;HdBoard;BrkFace;376;TA;TA;CBlock;TA;TA;No;ALQ;471;Unf;0;294;765;GasA;Ex;Y;SBrkr;765;600;0;1365;1;0;1;1;2;1;TA;6;Min1;0;NA;Detchd;1971;Unf;2;440;TA;TA;Y;240;36;0;0;0;0;NA;NA;NA;0;8;2007;WD;Normal;122500
434;60;RL;100;10839;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1997;1998;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;926;926;GasA;Ex;Y;SBrkr;926;678;0;1604;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1997;Fin;2;470;TA;TA;Y;0;36;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;181000
435;180;RM;21;1890;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;Twnhs;SFoyer;4;7;1972;1972;Gable;CompShg;CemntBd;CmentBd;None;0;TA;Gd;CBlock;Gd;TA;Av;ALQ;495;Unf;0;135;630;GasA;Gd;Y;SBrkr;630;0;0;630;1;0;1;0;1;1;TA;3;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;88;0;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;81000
436;60;RL;43;10667;Pave;NA;IR2;Lvl;AllPub;CulDSac;Gtl;CollgCr;PosN;Norm;1Fam;2Story;7;6;1996;1996;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;385;ALQ;344;70;799;GasA;Ex;Y;SBrkr;827;834;0;1661;1;0;2;1;3;1;Gd;6;Typ;1;TA;Attchd;1996;RFn;2;550;TA;TA;Y;158;61;0;0;0;0;NA;NA;NA;0;4;2009;ConLw;Normal;212000
437;50;RM;40;4400;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;1.5Fin;6;8;1920;1950;Gable;CompShg;Stucco;Stucco;None;0;TA;TA;BrkTil;Fa;TA;No;Unf;0;Unf;0;648;648;GasA;TA;Y;FuseA;734;384;0;1118;0;0;1;0;2;1;TA;6;Typ;0;NA;Detchd;1990;Unf;2;440;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;10;2006;WD;Normal;116000
438;45;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Unf;6;7;1926;2004;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;PConc;TA;TA;No;Unf;0;Unf;0;884;884;GasA;Gd;Y;SBrkr;904;0;0;904;0;0;1;0;2;1;TA;4;Typ;0;NA;Detchd;1926;Unf;1;180;TA;TA;Y;0;0;105;0;0;0;NA;NA;NA;0;1;2009;WD;Normal;119000
439;30;RL;40;4280;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1Story;5;6;1913;2002;Gable;CompShg;WdShing;Stucco;None;0;TA;TA;PConc;TA;TA;No;LwQ;365;Unf;0;75;440;GasA;TA;N;SBrkr;694;0;0;694;0;0;1;0;2;1;Gd;4;Typ;1;Gd;Detchd;1990;Unf;1;352;Gd;TA;P;0;0;34;0;0;0;NA;MnPrv;NA;0;3;2007;WD;Normal;90350
440;50;RL;67;12354;Pave;Grvl;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;6;8;1920;2000;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;Fa;Mn;Unf;0;Unf;0;684;684;GasA;Gd;Y;SBrkr;684;512;0;1196;0;0;1;0;3;1;Gd;7;Typ;0;NA;Detchd;2005;Unf;2;528;TA;TA;Y;0;46;0;0;0;0;NA;GdPrv;Shed;800;8;2009;ConLI;Normal;110000
441;20;RL;105;15431;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;10;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Stone;200;Ex;TA;PConc;Ex;TA;Gd;GLQ;1767;ALQ;539;788;3094;GasA;Ex;Y;SBrkr;2402;0;0;2402;1;0;2;0;2;1;Ex;10;Typ;2;Gd;Attchd;2008;Fin;3;672;TA;TA;Y;0;72;0;0;170;0;NA;NA;NA;0;4;2009;WD;Normal;555000
442;90;RL;92;12108;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;Duplex;1Story;4;4;1955;1955;Gable;CompShg;VinylSd;VinylSd;BrkFace;270;TA;TA;CBlock;TA;TA;No;ALQ;133;Unf;0;1307;1440;GasA;TA;N;FuseF;1440;0;0;1440;0;0;2;0;4;2;Fa;8;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;0;0;0;0;0;NA;NA;NA;0;9;2008;WD;Normal;118000
443;50;RM;52;6240;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;5;7;1930;1992;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;PConc;TA;TA;No;Unf;0;Unf;0;1078;1078;GasA;TA;Y;SBrkr;1128;445;0;1573;0;0;2;0;3;1;TA;8;Typ;1;Gd;Detchd;1930;Unf;2;360;TA;TA;P;0;0;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;162900
444;120;RL;53;3922;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;7;5;2006;2007;Gable;CompShg;WdShing;Wd Shng;BrkFace;72;Gd;TA;PConc;Ex;TA;Av;Unf;0;Unf;0;1258;1258;GasA;Ex;Y;SBrkr;1258;0;0;1258;0;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2007;Fin;3;648;TA;TA;Y;144;16;0;0;0;0;NA;NA;NA;0;6;2007;New;Partial;172500
445;60;RL;70;8750;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;1994;1995;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;Gd;PConc;Gd;TA;No;GLQ;642;Unf;0;273;915;GasA;Ex;Y;SBrkr;933;975;0;1908;1;0;2;1;4;1;Gd;8;Typ;1;TA;Attchd;1994;Unf;2;493;TA;TA;Y;144;133;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;210000
446;20;RL;73;9855;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Norm;Norm;1Fam;1Story;6;5;1956;1956;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1436;1436;GasA;Fa;Y;SBrkr;1689;0;0;1689;0;0;1;0;3;1;TA;7;Typ;1;Gd;Attchd;1956;Unf;2;480;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;11;2009;COD;Normal;127500
447;20;RL;137;16492;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;PosA;Norm;1Fam;1Story;6;6;1966;2002;Gable;CompShg;BrkFace;Plywood;None;0;Gd;TA;CBlock;TA;TA;No;ALQ;247;Rec;713;557;1517;GasA;Ex;Y;SBrkr;1888;0;0;1888;0;0;2;1;2;1;Gd;6;Mod;1;Gd;Attchd;1966;Fin;2;578;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;190000
