Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
498;50;RL;60;9120;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;7;6;1925;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;PConc;TA;TA;No;Rec;329;Unf;0;697;1026;GasA;Ex;Y;SBrkr;1133;687;0;1820;1;0;2;0;4;1;TA;8;Typ;0;NA;Detchd;1925;Unf;1;240;TA;TA;N;0;100;0;0;0;0;NA;GdPrv;NA;0;6;2008;WD;Normal;184000
499;20;RL;65;7800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;7;1967;2004;Hip;CompShg;HdBoard;HdBoard;BrkFace;89;TA;TA;PConc;TA;TA;No;ALQ;450;Unf;0;414;864;GasA;Ex;Y;SBrkr;899;0;0;899;0;0;1;0;3;1;Gd;5;Typ;0;NA;Attchd;1967;Fin;1;288;TA;TA;Y;64;0;0;0;0;0;NA;MnPrv;NA;0;6;2009;WD;Normal;130000
500;20;RL;70;7535;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1958;1985;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;BLQ;111;LwQ;279;522;912;GasA;Fa;Y;SBrkr;912;0;0;912;0;1;1;0;2;1;TA;5;Typ;0;NA;Attchd;1958;Fin;1;297;TA;TA;Y;12;285;0;0;0;0;NA;MnWw;Shed;480;6;2007;WD;Normal;120000
501;160;RM;21;1890;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrDale;Norm;Norm;Twnhs;2Story;6;5;1973;1973;Gable;CompShg;HdBoard;HdBoard;BrkFace;285;TA;TA;CBlock;TA;TA;No;BLQ;356;Unf;0;316;672;GasA;TA;Y;SBrkr;672;546;0;1218;0;0;1;1;3;1;TA;7;Typ;0;NA;Detchd;1973;Unf;1;264;TA;TA;Y;144;28;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;113000
502;60;FV;75;9803;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;400;Unf;0;466;866;GasA;Gd;Y;SBrkr;866;902;0;1768;0;0;2;1;3;1;Gd;7;Typ;0;NA;Attchd;2005;RFn;2;603;TA;TA;Y;0;108;0;0;0;0;NA;NA;NA;0;2;2008;WD;Normal;226700
503;20;RL;70;9170;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Edwards;Feedr;Norm;1Fam;1Story;5;7;1965;1965;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;ALQ;698;GLQ;96;420;1214;GasA;Ex;Y;SBrkr;1214;0;0;1214;1;0;1;0;2;1;TA;6;Typ;0;NA;Detchd;1965;Unf;2;461;Fa;Fa;Y;0;0;184;0;0;0;NA;GdPrv;Shed;400;4;2007;WD;Normal;140000
504;20;RL;100;15602;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1Story;7;8;1959;1997;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;ALQ;1247;Unf;0;254;1501;GasA;TA;Y;SBrkr;1801;0;0;1801;1;0;2;0;1;1;TA;6;Typ;2;TA;Attchd;1959;Fin;2;484;TA;TA;Y;0;54;0;0;161;0;NA;GdWo;NA;0;3;2010;WD;Normal;289000
505;160;RL;24;2308;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NPkVill;Norm;Norm;TwnhsE;2Story;6;5;1974;1974;Gable;CompShg;Plywood;Brk Cmn;None;0;TA;TA;CBlock;TA;TA;No;ALQ;257;Rec;495;103;855;GasA;TA;Y;SBrkr;855;467;0;1322;0;1;2;1;3;1;TA;6;Typ;1;Fa;Attchd;1974;Unf;2;440;TA;TA;Y;260;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;147000
506;90;RM;60;7596;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;Duplex;2Story;5;5;1952;1952;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;360;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;960;960;GasA;Gd;Y;SBrkr;960;1000;0;1960;0;0;2;0;4;2;TA;10;Typ;0;NA;Detchd;1952;Unf;2;400;TA;TA;N;0;0;0;0;0;0;NA;NA;NA;0;7;2009;COD;Normal;124500
507;60;RL;80;9554;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;8;5;1993;1994;Gable;CompShg;VinylSd;VinylSd;BrkFace;125;Gd;TA;PConc;Gd;TA;No;GLQ;380;Unf;0;397;777;GasA;Ex;Y;SBrkr;1065;846;0;1911;0;0;2;1;3;1;Gd;8;Typ;1;TA;Attchd;1993;RFn;2;471;TA;TA;Y;182;81;0;0;0;0;NA;NA;NA;0;9;2006;WD;Normal;215000
508;20;FV;75;7862;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;6;5;2009;2009;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;27;Unf;0;1191;1218;GasA;Ex;Y;SBrkr;1218;0;0;1218;0;0;2;0;2;1;Gd;4;Typ;0;NA;Attchd;2009;Fin;2;676;TA;TA;Y;0;102;0;0;0;0;NA;NA;NA;0;9;2009;New;Partial;208300
509;70;RM;60;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;1Fam;2Story;7;9;1928;2005;Gambrel;CompShg;MetalSd;MetalSd;None;0;TA;Ex;BrkTil;TA;TA;No;Rec;141;Unf;0;548;689;GasA;Ex;Y;SBrkr;689;689;0;1378;0;0;2;0;3;1;Gd;7;Typ;1;Gd;Detchd;1928;Unf;2;360;TA;TA;N;0;0;116;0;0;0;NA;NA;NA;0;10;2008;WD;Normal;161000
510;20;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1959;1959;Gable;CompShg;MetalSd;MetalSd;BrkFace;132;TA;TA;CBlock;TA;TA;No;ALQ;991;Unf;0;50;1041;GasA;Ex;Y;SBrkr;1041;0;0;1041;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1959;RFn;1;270;TA;TA;Y;224;88;0;0;0;0;NA;MnPrv;NA;0;7;2009;WD;Normal;124500
511;20;RL;75;14559;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1951;2000;Hip;CompShg;Wd Sdng;Wd Sdng;BrkCmn;70;Gd;TA;CBlock;TA;TA;No;BLQ;650;Rec;180;178;1008;GasA;Ex;Y;SBrkr;1363;0;0;1363;1;0;1;0;2;1;TA;6;Min1;2;TA;CarPort;1951;Unf;1;288;TA;TA;Y;324;42;0;0;168;0;NA;NA;Shed;2000;6;2009;WD;Normal;164900
512;120;RL;40;6792;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;TwnhsE;1Story;7;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;Stone;94;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1368;1368;GasA;Ex;Y;SBrkr;1368;0;0;1368;0;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2005;RFn;2;474;TA;TA;Y;132;35;0;0;0;0;NA;NA;NA;0;3;2006;New;Partial;202665
513;20;RL;70;9100;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Feedr;Norm;1Fam;1Story;5;5;1958;1958;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;BLQ;521;LwQ;174;169;864;GasA;TA;Y;SBrkr;864;0;0;864;1;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1964;Unf;2;624;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;129900
514;20;RL;71;9187;Pave;NA;Reg;Bnk;AllPub;Corner;Gtl;Mitchel;Norm;Norm;1Fam;1Story;6;5;1983;1983;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;PConc;TA;TA;No;ALQ;336;Unf;0;748;1084;GasA;TA;Y;SBrkr;1080;0;0;1080;0;0;1;1;3;1;TA;5;Typ;0;NA;Attchd;1983;Unf;2;484;TA;TA;Y;120;0;158;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;134000
515;45;RL;55;10594;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1.5Unf;5;5;1926;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;768;768;Grav;Fa;N;SBrkr;789;0;0;789;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1926;Unf;1;200;Po;Po;Y;0;0;112;0;0;0;NA;MnPrv;NA;0;6;2007;WD;Normal;96500
516;20;RL;94;12220;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;10;5;2009;2009;Hip;CompShg;CemntBd;CmentBd;BrkFace;305;Ex;TA;CBlock;Ex;TA;No;GLQ;1436;Unf;0;570;2006;GasA;Ex;Y;SBrkr;2020;0;0;2020;1;0;2;1;3;1;Ex;9;Typ;1;Gd;Attchd;2009;Fin;3;900;TA;TA;Y;156;54;0;0;0;0;NA;NA;NA;0;9;2009;New;Partial;402861
517;80;RL;NA;10448;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NWAmes;Norm;Norm;1Fam;SLvl;6;6;1972;1972;Gable;CompShg;HdBoard;HdBoard;BrkFace;333;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;689;689;GasA;TA;Y;SBrkr;1378;741;0;2119;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1972;RFn;2;583;TA;TA;Y;0;104;0;0;0;0;NA;GdPrv;NA;0;8;2009;COD;Abnorml;158000
518;60;RL;79;10208;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;5;1996;1997;Gable;CompShg;VinylSd;VinylSd;BrkFace;921;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1264;1264;GasA;Ex;Y;SBrkr;1277;1067;0;2344;0;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1996;RFn;3;889;TA;TA;Y;220;0;0;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;265000
519;60;RL;NA;9531;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;2Story;6;5;1998;1998;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;Mn;GLQ;706;Unf;0;88;794;GasA;Ex;Y;SBrkr;882;914;0;1796;1;0;2;1;3;1;TA;7;Typ;0;NA;Attchd;1998;RFn;2;546;TA;TA;Y;0;36;0;0;0;0;NA;MnPrv;NA;0;5;2007;WD;Normal;211000
520;70;RL;53;10918;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2Story;7;9;1926;2004;Gambrel;CompShg;MetalSd;MetalSd;None;0;Gd;TA;BrkTil;Gd;TA;No;Unf;0;Unf;0;1276;1276;GasA;Ex;Y;SBrkr;1276;804;0;2080;0;0;1;1;3;1;Gd;9;Typ;2;Gd;Detchd;1926;Unf;1;282;TA;TA;Y;0;0;0;0;145;0;NA;MnPrv;NA;0;6;2009;WD;Normal;234000
521;190;RL;60;10800;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;2fmCon;2Story;4;7;1900;2000;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;BrkTil;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;N;FuseA;694;600;0;1294;0;0;2;0;3;2;TA;7;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;220;114;210;0;0;0;NA;NA;NA;0;8;2008;WD;Normal;106250
522;20;RL;90;11988;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Feedr;Norm;1Fam;1Story;6;6;1957;1957;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;Rec;777;Unf;0;467;1244;GasA;Ex;Y;FuseA;1244;0;0;1244;0;0;1;1;3;1;TA;6;Typ;2;Gd;Attchd;1957;Unf;1;336;TA;TA;Y;0;40;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;150000
523;50;RM;50;5000;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;BrkSide;Feedr;Norm;1Fam;1.5Fin;6;7;1947;1950;Gable;CompShg;CemntBd;CmentBd;None;0;TA;Gd;CBlock;TA;TA;No;ALQ;399;Unf;0;605;1004;GasA;Ex;Y;SBrkr;1004;660;0;1664;0;0;2;0;3;1;TA;7;Typ;2;Gd;Detchd;1950;Unf;2;420;TA;TA;Y;0;24;36;0;0;0;NA;NA;NA;0;10;2006;WD;Normal;159000
524;60;RL;130;40094;Pave;NA;IR1;Bnk;AllPub;Inside;Gtl;Edwards;PosN;PosN;1Fam;2Story;10;5;2007;2008;Hip;CompShg;CemntBd;CmentBd;Stone;762;Ex;TA;PConc;Ex;TA;Gd;GLQ;2260;Unf;0;878;3138;GasA;Ex;Y;SBrkr;3138;1538;0;4676;1;0;3;1;3;1;Ex;11;Typ;1;Gd;BuiltIn;2007;Fin;3;884;TA;TA;Y;208;406;0;0;0;0;NA;NA;NA;0;10;2007;New;Partial;184750
525;60;RL;95;11787;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NoRidge;Norm;Norm;1Fam;2Story;7;5;1996;1997;Gable;CompShg;VinylSd;VinylSd;BrkFace;594;Gd;TA;PConc;Gd;TA;No;GLQ;719;Unf;0;660;1379;GasA;Ex;Y;SBrkr;1383;1015;0;2398;1;0;2;1;3;1;Gd;8;Typ;1;TA;Attchd;1996;Fin;3;834;TA;TA;Y;239;60;0;0;0;0;NA;NA;NA;0;8;2007;WD;Normal;315750
526;20;FV;62;7500;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;1257;1257;GasA;Ex;Y;SBrkr;1266;0;0;1266;0;0;2;0;3;1;Gd;6;Typ;1;TA;Attchd;2005;Unf;2;453;TA;TA;Y;38;144;0;0;0;0;NA;NA;NA;0;4;2006;WD;Normal;176000
527;20;RL;70;13300;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1956;2000;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;Gd;TA;No;Rec;377;Unf;0;551;928;GasA;TA;Y;SBrkr;928;0;0;928;0;0;1;0;2;1;TA;4;Typ;0;NA;Attchd;1956;Unf;1;252;TA;TA;Y;261;0;156;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;132000
528;60;RL;67;14948;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2008;2008;Hip;CompShg;VinylSd;VinylSd;Stone;268;Ex;TA;PConc;Ex;TA;Av;GLQ;1330;Unf;0;122;1452;GasA;Ex;Y;SBrkr;1476;1237;0;2713;1;0;2;1;3;1;Ex;11;Typ;1;Gd;Attchd;2008;Fin;3;858;TA;TA;Y;126;66;0;0;0;0;NA;NA;NA;0;11;2008;New;Partial;446261
529;30;RL;58;9098;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;4;7;1920;2002;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;Mn;ALQ;348;Unf;0;180;528;GasA;Ex;Y;SBrkr;605;0;0;605;1;0;1;0;2;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;144;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;86000
530;20;RL;NA;32668;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Crawfor;Norm;Norm;1Fam;1Story;6;3;1957;1975;Hip;CompShg;Wd Sdng;Stone;NA;NA;Gd;TA;PConc;TA;TA;No;Rec;1219;Unf;0;816;2035;GasA;TA;Y;SBrkr;2515;0;0;2515;1;0;3;0;4;2;TA;9;Maj1;2;TA;Attchd;1975;RFn;2;484;TA;TA;Y;0;0;200;0;0;0;NA;NA;NA;0;3;2007;WD;Alloca;200624
531;80;RL;85;10200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;SLvl;6;5;1988;1989;Gable;CompShg;HdBoard;HdBoard;BrkFace;219;Gd;TA;CBlock;Gd;TA;Av;GLQ;783;Unf;0;678;1461;GasA;Ex;Y;SBrkr;1509;0;0;1509;1;0;2;0;3;1;Gd;5;Typ;1;Fa;Attchd;1988;RFn;2;600;TA;TA;Y;224;0;0;0;0;0;NA;NA;NA;0;8;2008;WD;Abnorml;175000
532;70;RM;60;6155;Pave;NA;IR1;Lvl;AllPub;FR3;Gtl;BrkSide;RRNn;Feedr;1Fam;2Story;6;8;1920;1999;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;Fa;Fa;Mn;Unf;0;Unf;0;611;611;GasA;Ex;Y;SBrkr;751;611;0;1362;0;0;2;0;3;1;TA;6;Typ;0;NA;Detchd;1920;Fin;2;502;TA;Fa;Y;0;0;84;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;128000
533;20;RL;60;7200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1955;2007;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Ex;Y;SBrkr;827;0;0;827;0;0;1;0;2;1;TA;5;Mod;1;Po;Detchd;1967;Unf;1;392;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;107500
534;20;RL;50;5000;Pave;NA;Reg;Low;AllPub;Inside;Mod;BrkSide;Norm;Norm;1Fam;1Story;1;3;1946;1950;Gable;CompShg;VinylSd;VinylSd;None;0;Fa;Fa;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Fa;N;FuseF;334;0;0;334;0;0;1;0;1;1;Fa;2;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;0;0;0;0;NA;NA;NA;0;1;2007;WD;Normal;39300
535;60;RL;74;9056;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;8;5;2004;2004;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;Gd;Av;Unf;0;Unf;0;707;707;GasA;Ex;Y;SBrkr;707;707;0;1414;0;0;2;1;3;1;Gd;6;Typ;1;Gd;Attchd;2004;Fin;2;403;TA;TA;Y;100;35;0;0;0;0;NA;NA;NA;0;10;2006;WD;Normal;178000
536;190;RL;70;7000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;2fmCon;2Story;5;7;1910;1991;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;Gd;TA;Gd;GLQ;969;Unf;0;148;1117;GasA;TA;Y;SBrkr;820;527;0;1347;1;0;1;0;3;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;85;0;148;0;0;0;NA;NA;NA;0;1;2008;WD;Normal;107500
537;60;RL;57;8924;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;2Story;7;5;1998;1999;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;880;880;GasA;Ex;Y;SBrkr;880;844;0;1724;0;0;2;1;3;1;Gd;8;Typ;0;NA;Attchd;1998;Fin;2;527;TA;TA;Y;120;155;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;188000
538;20;RL;NA;12735;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;NAmes;Norm;Norm;1Fam;1Story;4;5;1972;1972;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;BLQ;600;Unf;0;264;864;GasA;TA;Y;SBrkr;864;0;0;864;0;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1980;Unf;2;576;TA;TA;Y;216;0;0;0;0;0;NA;MnWw;NA;0;4;2008;COD;Normal;111250
539;20;RL;NA;11553;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;5;1968;1968;Hip;CompShg;Plywood;Plywood;BrkFace;188;TA;TA;CBlock;TA;TA;No;BLQ;673;Unf;0;378;1051;GasA;TA;Y;SBrkr;1159;0;0;1159;0;0;1;1;3;1;TA;7;Typ;1;Fa;Attchd;1968;Unf;1;336;TA;TA;Y;466;0;0;0;0;0;NA;NA;NA;0;7;2006;WD;Normal;158000
540;20;RL;NA;11423;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;8;5;2001;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;479;Gd;TA;PConc;Gd;TA;Av;GLQ;1358;Unf;0;223;1581;GasA;Ex;Y;SBrkr;1601;0;0;1601;1;0;2;0;3;1;Gd;6;Typ;1;TA;Attchd;2001;RFn;2;670;TA;TA;Y;180;0;0;0;0;0;NA;MnPrv;Shed;2000;5;2010;WD;Normal;272000
541;20;RL;85;14601;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;1Story;9;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;BrkFace;584;Ex;TA;PConc;Ex;TA;Av;GLQ;1260;Unf;0;578;1838;GasA;Ex;Y;SBrkr;1838;0;0;1838;1;0;2;0;2;1;Ex;8;Typ;1;Gd;Attchd;2006;Fin;3;765;TA;TA;Y;270;68;0;0;0;0;NA;NA;NA;0;3;2009;WD;Normal;315000
542;60;RL;NA;11000;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;NoRidge;Norm;Norm;1Fam;2Story;8;5;2000;2000;Gable;CompShg;VinylSd;VinylSd;BrkFace;72;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;969;969;GasA;Ex;Y;SBrkr;997;1288;0;2285;0;0;2;1;4;1;Gd;8;Typ;1;TA;BuiltIn;2000;Fin;3;648;TA;TA;Y;0;56;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;248000
543;20;RL;78;10140;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;RRAn;Norm;1Fam;1Story;7;5;1998;1999;Hip;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;TA;No;LwQ;144;GLQ;1127;379;1650;GasA;Ex;Y;SBrkr;1680;0;0;1680;1;0;2;0;3;1;Gd;7;Maj1;1;TA;Attchd;1998;Fin;2;583;TA;TA;Y;78;73;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;213250
544;120;RH;34;4058;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;TwnhsE;SFoyer;7;5;1998;1998;Gable;CompShg;MetalSd;MetalSd;BrkFace;182;TA;TA;PConc;Gd;TA;Av;GLQ;584;LwQ;139;0;723;GasA;Ex;Y;SBrkr;767;0;0;767;1;0;1;0;1;1;TA;4;Typ;0;NA;Attchd;1998;Fin;1;367;TA;TA;Y;120;40;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;133000
545;60;RL;58;17104;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;7;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;Gd;Av;GLQ;554;Unf;0;100;654;GasA;Ex;Y;SBrkr;664;832;0;1496;1;0;2;1;3;1;Gd;7;Typ;1;Gd;Attchd;2006;RFn;2;426;TA;TA;Y;100;24;0;0;0;0;NA;NA;NA;0;9;2006;New;Partial;179665
546;50;RL;NA;13837;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NWAmes;Norm;Norm;1Fam;1.5Fin;7;5;1988;1988;Gable;CompShg;HdBoard;HdBoard;BrkFace;178;Gd;Gd;PConc;Gd;Gd;No;GLQ;1002;LwQ;202;0;1204;GasA;Gd;Y;SBrkr;1377;806;0;2183;0;0;2;1;4;1;Gd;9;Typ;0;NA;Attchd;1988;Unf;3;786;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;2;2006;WD;Normal;229000
547;50;RL;70;8737;Pave;NA;IR1;Bnk;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1.5Fin;6;7;1923;1950;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;BrkTil;Gd;TA;No;Rec;300;Unf;0;765;1065;GasA;Ex;Y;FuseA;915;720;0;1635;0;0;1;1;3;1;TA;6;Typ;1;Gd;Detchd;1950;Unf;2;440;TA;TA;Y;0;38;0;144;0;0;NA;NA;NA;0;5;2007;WD;Normal;210000
