Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
598;120;RL;53;3922;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;7;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;BrkFace;72;Gd;TA;PConc;Ex;TA;Av;Unf;0;Unf;0;1258;1258;GasA;Ex;Y;SBrkr;1402;0;0;1402;0;2;0;2;2;1;Gd;7;Typ;1;Gd;Attchd;2006;Fin;3;648;TA;TA;Y;120;16;0;0;0;0;NA;NA;NA;0;2;2007;New;Partial;194201
599;20;RL;80;12984;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;1Story;5;6;1977;1977;Gable;CompShg;Plywood;Plywood;BrkFace;459;TA;TA;CBlock;Gd;TA;Mn;ALQ;1283;LwQ;147;0;1430;GasA;Ex;Y;SBrkr;1647;0;0;1647;1;0;2;0;3;1;Gd;7;Typ;1;TA;Attchd;1977;Fin;2;621;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;3;2006;WD;Normal;217500
600;160;RM;24;1950;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blueste;Norm;Norm;Twnhs;2Story;6;6;1980;1980;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;Gd;TA;No;LwQ;81;GLQ;612;23;716;GasA;TA;Y;SBrkr;716;840;0;1556;1;0;2;1;3;1;TA;6;Typ;1;TA;Attchd;1980;Fin;2;452;TA;TA;Y;161;0;0;0;0;0;NA;GdPrv;NA;0;7;2008;COD;Normal;151000
601;60;RL;74;10927;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;8;5;2005;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;280;Gd;TA;PConc;Gd;TA;Av;GLQ;546;Unf;0;512;1058;GasA;Ex;Y;SBrkr;1058;846;0;1904;1;0;2;1;3;1;Ex;8;Typ;1;Gd;BuiltIn;2003;Fin;2;736;TA;TA;Y;179;60;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;275000
602;50;RM;50;9000;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1.5Fin;6;6;1937;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;Gd;PConc;TA;TA;No;Unf;0;Unf;0;780;780;GasA;TA;Y;SBrkr;780;595;0;1375;0;0;1;1;3;1;Gd;6;Typ;1;Gd;Detchd;1979;Unf;1;544;TA;TA;P;0;162;0;0;126;0;NA;NA;NA;0;12;2007;WD;Normal;141000
603;60;RL;80;10041;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;8;5;1992;1992;Gable;CompShg;HdBoard;HdBoard;None;0;Gd;TA;PConc;Gd;TA;Mn;GLQ;789;Unf;0;119;908;GasA;Ex;Y;SBrkr;927;988;0;1915;1;0;2;1;3;1;Gd;8;Typ;1;TA;Attchd;1992;Fin;2;506;TA;TA;Y;120;150;0;0;0;0;NA;NA;NA;0;2;2006;WD;Abnorml;220000
604;160;FV;30;3182;Pave;Pave;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;7;5;2004;2005;Gable;CompShg;MetalSd;MetalSd;None;0;Gd;TA;PConc;Gd;TA;No;Unf;0;Unf;0;600;600;GasA;Ex;Y;SBrkr;600;600;0;1200;0;0;2;1;2;1;Gd;4;Typ;0;NA;Detchd;2004;RFn;2;480;TA;TA;Y;0;172;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;151000
605;20;RL;88;12803;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;1Story;7;5;2002;2002;Gable;CompShg;VinylSd;VinylSd;BrkFace;99;Gd;TA;PConc;Gd;TA;Mn;GLQ;922;Unf;0;572;1494;GasA;Ex;Y;SBrkr;1494;0;0;1494;1;0;2;0;3;1;Gd;6;Typ;1;TA;Attchd;2002;RFn;2;530;TA;TA;Y;192;36;0;0;0;0;NA;NA;NA;0;9;2008;WD;Normal;221000
606;60;RL;85;13600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;2Story;7;6;1965;1990;Gable;CompShg;HdBoard;HdBoard;BrkFace;176;TA;TA;CBlock;TA;TA;No;BLQ;454;Unf;0;314;768;GasA;TA;Y;SBrkr;1186;800;0;1986;0;0;2;1;3;1;TA;7;Typ;3;Fa;Attchd;1965;Unf;2;486;TA;TA;Y;0;42;0;0;189;0;NA;NA;NA;0;10;2009;WD;Normal;205000
607;20;RL;82;12464;Pave;NA;IR2;Low;AllPub;Corner;Mod;CollgCr;Norm;Norm;1Fam;1Story;5;5;1996;1996;Gable;CompShg;VinylSd;VinylSd;None;0;TA;Gd;PConc;Gd;TA;No;GLQ;732;Unf;0;308;1040;GasA;Gd;Y;SBrkr;1040;0;0;1040;1;0;1;0;3;1;Gd;6;Typ;0;NA;Detchd;2000;Unf;2;576;TA;TA;Y;168;0;0;0;0;0;NA;GdPrv;NA;0;11;2009;WD;Normal;152000
608;20;RL;78;7800;Pave;NA;Reg;Bnk;AllPub;Inside;Mod;Edwards;Norm;Norm;1Fam;2Story;5;8;1948;2002;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;Gd;No;GLQ;603;Unf;0;293;896;GasA;Ex;Y;SBrkr;1112;896;0;2008;1;0;3;0;3;1;Ex;8;Typ;0;NA;Attchd;1948;Unf;1;230;TA;TA;Y;103;0;0;0;0;0;NA;NA;NA;0;8;2006;WD;Normal;225000
609;70;RL;78;12168;Pave;NA;Reg;HLS;AllPub;Inside;Mod;Crawfor;Norm;Norm;1Fam;2Story;8;6;1934;1998;Gable;CompShg;BrkFace;Wd Sdng;None;0;TA;TA;PConc;Gd;TA;Mn;BLQ;428;Unf;0;537;965;GasA;TA;Y;SBrkr;1940;1254;0;3194;0;0;2;1;4;1;TA;10;Typ;2;Gd;Basment;1934;Unf;2;380;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;9;2007;WD;Alloca;359100
610;20;RL;61;7943;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;4;5;1961;1961;Gable;CompShg;VinylSd;VinylSd;BrkCmn;192;TA;Fa;CBlock;TA;TA;Mn;Rec;903;Unf;0;126;1029;GasA;Gd;Y;SBrkr;1029;0;0;1029;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1961;Unf;1;261;TA;TA;Y;64;0;39;0;0;0;NA;NA;NA;0;4;2007;WD;Normal;118500
611;60;RL;NA;11050;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;PosN;Norm;1Fam;2Story;9;5;2000;2000;Hip;CompShg;VinylSd;VinylSd;BrkFace;204;Gd;TA;PConc;Ex;TA;Mn;GLQ;904;Unf;0;536;1440;GasA;Ex;Y;SBrkr;1476;677;0;2153;1;0;2;1;3;1;Ex;8;Typ;2;Ex;Attchd;2000;Fin;3;736;TA;TA;Y;253;142;0;0;0;0;NA;NA;NA;0;5;2009;WD;Normal;313000
612;80;RL;NA;10395;Pave;NA;IR1;Lvl;AllPub;FR2;Gtl;NWAmes;Norm;Norm;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;HdBoard;HdBoard;BrkFace;233;TA;TA;CBlock;Gd;TA;Av;ALQ;605;Unf;0;427;1032;GasA;TA;Y;SBrkr;1032;0;0;1032;0;1;2;0;3;1;TA;6;Typ;1;TA;Attchd;1978;Unf;2;564;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;Shed;500;7;2007;WD;Normal;148000
613;60;RL;NA;11885;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;8;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;BrkFace;108;Gd;TA;PConc;Gd;TA;Av;GLQ;990;Unf;0;309;1299;GasA;Ex;Y;SBrkr;1299;573;0;1872;1;0;2;1;3;1;Ex;7;Typ;1;TA;BuiltIn;2001;RFn;2;531;TA;TA;Y;160;122;0;0;0;0;NA;NA;NA;0;11;2009;WD;Normal;261500
614;20;RL;70;8402;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Mitchel;Feedr;Norm;1Fam;1Story;5;5;2007;2007;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;ALQ;206;Unf;0;914;1120;GasA;Ex;Y;SBrkr;1120;0;0;1120;0;0;1;0;3;1;TA;6;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;0;30;0;0;0;0;NA;NA;NA;0;12;2007;New;Partial;147000
615;180;RM;21;1491;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;MeadowV;Norm;Norm;TwnhsE;SFoyer;4;6;1972;1972;Gable;CompShg;CemntBd;CmentBd;None;0;TA;TA;CBlock;Gd;TA;Av;LwQ;150;GLQ;480;0;630;GasA;Ex;Y;SBrkr;630;0;0;630;1;0;1;0;1;1;TA;3;Typ;0;NA;NA;NA;NA;0;0;NA;NA;Y;96;24;0;0;0;0;NA;NA;NA;0;5;2010;WD;Normal;75500
616;85;RL;80;8800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;SFoyer;6;7;1963;1963;Gable;CompShg;MetalSd;MetalSd;BrkFace;156;TA;Gd;PConc;TA;TA;Gd;GLQ;763;Unf;0;173;936;GasA;Ex;Y;SBrkr;1054;0;0;1054;1;0;1;0;3;1;Gd;6;Typ;0;NA;Attchd;1963;RFn;2;480;TA;TA;Y;120;0;0;0;0;0;NA;MnPrv;NA;0;5;2010;WD;Abnorml;137500
617;60;RL;NA;7861;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;2002;2003;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;457;Unf;0;326;783;GasA;Ex;Y;SBrkr;807;702;0;1509;1;0;2;1;3;1;Gd;7;Typ;1;Gd;Attchd;2002;Fin;2;393;TA;TA;Y;100;75;0;0;0;0;NA;NA;NA;0;6;2006;WD;Normal;183200
618;45;RL;59;7227;Pave;NA;Reg;HLS;AllPub;Corner;Mod;NAmes;Artery;Norm;1Fam;1.5Unf;6;6;1954;1954;Gable;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;832;832;GasA;Gd;Y;SBrkr;832;0;0;832;0;0;1;0;2;1;Gd;4;Typ;0;NA;Detchd;1962;Unf;2;528;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;105500
619;20;RL;90;11694;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;1Story;9;5;2007;2007;Hip;CompShg;CemntBd;CmentBd;BrkFace;452;Ex;TA;PConc;Ex;TA;Av;GLQ;48;Unf;0;1774;1822;GasA;Ex;Y;SBrkr;1828;0;0;1828;0;0;2;0;3;1;Gd;9;Typ;1;Gd;Attchd;2007;Unf;3;774;TA;TA;Y;0;108;0;0;260;0;NA;NA;NA;0;7;2007;New;Partial;314813
620;60;RL;85;12244;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;2Story;8;5;2003;2003;Hip;CompShg;VinylSd;VinylSd;Stone;226;Gd;TA;PConc;Gd;TA;Gd;GLQ;871;Unf;0;611;1482;GasA;Ex;Y;SBrkr;1482;780;0;2262;1;0;2;1;4;1;Gd;10;Typ;2;Gd;Attchd;2003;Fin;3;749;TA;TA;Y;168;0;0;0;0;0;NA;NA;NA;0;8;2008;WD;Normal;305000
621;30;RL;45;8248;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;3;3;1914;1950;Gable;CompShg;Stucco;Stucco;None;0;TA;TA;BrkTil;TA;TA;No;BLQ;41;Unf;0;823;864;GasA;TA;N;FuseF;864;0;0;864;1;0;1;0;2;1;TA;5;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;0;100;0;0;0;NA;NA;NA;0;9;2008;WD;Normal;67000
622;60;RL;90;10800;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;7;1974;1997;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;ALQ;956;Rec;182;384;1522;GasA;TA;Y;SBrkr;1548;1066;0;2614;0;0;2;1;4;1;TA;9;Typ;1;TA;Attchd;1974;RFn;2;624;TA;TA;Y;38;243;0;0;0;0;NA;NA;NA;0;6;2008;WD;Normal;240000
623;20;RL;71;7064;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;6;1977;1977;Gable;CompShg;Plywood;Plywood;BrkFace;153;TA;TA;CBlock;TA;TA;No;BLQ;560;Unf;0;420;980;GasA;TA;Y;SBrkr;980;0;0;980;0;0;1;0;3;1;TA;6;Typ;0;NA;Detchd;1986;Unf;2;484;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;135000
624;160;FV;NA;2117;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;TwnhsE;2Story;6;5;2000;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;513;Gd;TA;PConc;Gd;TA;No;GLQ;420;Unf;0;336;756;GasA;Ex;Y;SBrkr;756;756;0;1512;0;0;2;1;2;1;Gd;4;Typ;1;TA;Detchd;2000;Unf;2;440;TA;TA;Y;0;32;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;168500
625;60;RL;80;10400;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;2Story;6;5;1972;1972;Gable;CompShg;VinylSd;VinylSd;None;288;TA;TA;CBlock;TA;TA;No;Rec;247;Unf;0;485;732;GasA;Gd;Y;SBrkr;1012;778;0;1790;1;0;1;2;4;1;TA;8;Min2;1;TA;Attchd;1972;RFn;2;484;TA;TA;Y;148;0;0;0;147;0;NA;NA;NA;0;11;2006;WD;Normal;165150
626;20;RL;87;10000;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;6;1962;1962;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;261;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;1116;1116;GasA;TA;Y;SBrkr;1116;0;0;1116;0;0;1;1;3;1;TA;5;Typ;0;NA;Attchd;1962;Unf;2;440;TA;TA;Y;0;0;0;0;385;0;NA;NA;NA;0;2;2010;WD;Normal;160000
627;20;RL;NA;12342;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1960;1978;Hip;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;978;978;GasA;TA;Y;SBrkr;1422;0;0;1422;0;0;1;0;3;1;TA;6;Min1;1;TA;Attchd;1960;RFn;1;286;TA;TA;Y;0;0;36;0;0;0;NA;GdWo;Shed;600;8;2007;WD;Normal;139900
628;80;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SLvl;6;6;1955;1972;Gable;CompShg;AsbShng;AsbShng;BrkFace;164;TA;TA;CBlock;TA;TA;Av;BLQ;674;LwQ;132;350;1156;GasA;Ex;Y;SBrkr;1520;0;0;1520;1;0;1;0;3;1;TA;7;Typ;2;Gd;Basment;1955;RFn;1;364;TA;TA;Y;0;0;189;0;0;0;NA;NA;NA;0;3;2010;WD;Normal;153000
629;60;RL;70;11606;Pave;NA;IR1;HLS;AllPub;Inside;Sev;NAmes;Norm;Norm;1Fam;2Story;5;5;1969;1969;Gable;CompShg;Plywood;Plywood;BrkFace;192;TA;TA;PConc;Gd;TA;Av;Rec;650;Unf;0;390;1040;GasA;TA;Y;SBrkr;1040;1040;0;2080;0;1;1;2;5;1;Fa;9;Typ;2;TA;Attchd;1969;Unf;2;504;TA;TA;Y;335;0;0;0;0;0;NA;NA;NA;0;9;2007;WD;Family;135000
630;80;RL;82;9020;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Feedr;Norm;1Fam;SLvl;6;5;1964;1964;Gable;WdShngl;Plywood;Wd Sdng;BrkFace;259;TA;TA;CBlock;TA;TA;Gd;GLQ;624;Rec;336;288;1248;GasA;TA;Y;SBrkr;1350;0;0;1350;1;0;1;1;3;1;TA;6;Typ;0;NA;Attchd;1964;RFn;2;520;TA;TA;Y;176;0;0;0;0;0;NA;GdPrv;NA;0;6;2008;WD;Normal;168500
631;70;RM;50;9000;Pave;Grvl;Reg;Lvl;AllPub;Corner;Gtl;OldTown;Artery;Norm;1Fam;2Story;5;6;1880;1991;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;BrkTil;Fa;Fa;No;Unf;0;Unf;0;636;636;GasA;TA;Y;FuseA;1089;661;0;1750;0;0;1;0;3;1;Ex;8;Typ;0;NA;Detchd;1937;Unf;1;240;Fa;Po;N;0;0;293;0;0;0;NA;MnPrv;NA;0;6;2006;WD;Abnorml;124000
632;120;RL;34;4590;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;Twnhs;1Story;8;5;2006;2006;Gable;CompShg;VinylSd;VinylSd;Stone;108;Gd;TA;PConc;Gd;Gd;Mn;GLQ;24;Unf;0;1530;1554;GasA;Ex;Y;SBrkr;1554;0;0;1554;0;0;2;0;2;1;Gd;6;Typ;1;Gd;Attchd;2006;RFn;2;627;TA;TA;Y;156;73;0;0;0;0;NA;NA;NA;0;8;2007;WD;Normal;209500
633;20;RL;85;11900;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;7;5;1977;1977;Hip;CompShg;Plywood;Plywood;BrkFace;209;TA;Gd;CBlock;TA;TA;No;ALQ;822;Unf;0;564;1386;GasA;TA;Y;SBrkr;1411;0;0;1411;0;0;2;0;3;1;TA;6;Typ;1;TA;Attchd;1977;Fin;2;544;TA;TA;Y;192;0;0;0;0;0;NA;NA;NA;0;4;2009;WD;Family;82500
634;20;RL;80;9250;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1954;2005;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;BLQ;480;LwQ;468;108;1056;GasA;TA;Y;SBrkr;1056;0;0;1056;0;1;1;0;3;1;TA;6;Typ;0;NA;Attchd;1954;Unf;1;260;TA;TA;Y;390;0;0;0;0;0;NA;NA;NA;0;7;2007;WD;Normal;139400
635;90;RL;64;6979;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;Duplex;SFoyer;6;5;1980;1980;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;TA;TA;No;GLQ;1056;Unf;0;0;1056;GasA;Gd;Y;SBrkr;1056;0;0;1056;2;0;0;0;0;2;TA;4;Typ;0;NA;Detchd;1980;Unf;2;576;TA;TA;Y;264;56;0;0;0;0;NA;GdPrv;Shed;600;6;2010;WD;Normal;144000
636;190;RH;60;10896;Pave;Pave;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Feedr;Norm;2fmCon;2.5Fin;6;7;1914;1995;Hip;CompShg;VinylSd;VinylSd;None;0;Fa;TA;CBlock;TA;Fa;No;LwQ;256;Unf;0;1184;1440;GasA;Ex;Y;FuseA;1440;1440;515;3395;0;0;2;0;8;2;Fa;14;Typ;0;NA;NA;NA;NA;0;0;NA;NA;N;0;110;0;0;0;0;NA;NA;NA;0;3;2007;WD;Abnorml;200000
637;30;RM;51;6120;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;BrkSide;Norm;Norm;1Fam;1Story;2;3;1936;1950;Gable;CompShg;AsbShng;AsbShng;None;0;Fa;Fa;BrkTil;TA;Fa;No;Unf;0;Unf;0;264;264;Grav;Fa;N;FuseA;800;0;0;800;0;0;1;0;1;1;Fa;4;Maj1;1;Po;NA;NA;NA;0;0;NA;NA;N;0;0;0;0;0;0;NA;NA;NA;0;1;2009;ConLw;Normal;60000
638;190;RM;50;6000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Norm;Norm;2fmCon;1.5Fin;5;4;1954;1954;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;811;811;GasA;TA;Y;FuseA;811;576;0;1387;0;0;2;0;3;2;Gd;7;Typ;0;NA;BuiltIn;1954;Unf;1;256;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;11;2009;WD;Normal;93000
639;30;RL;67;8777;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Feedr;Norm;1Fam;1Story;5;7;1910;1950;Gable;CompShg;MetalSd;Wd Sdng;None;0;TA;TA;CBlock;Fa;TA;No;Unf;0;Unf;0;796;796;GasA;Gd;Y;FuseA;796;0;0;796;0;0;1;0;2;1;TA;4;Typ;0;NA;NA;NA;NA;0;0;NA;NA;P;328;0;164;0;0;0;NA;MnPrv;NA;0;5;2008;WD;Normal;85000
640;120;RL;53;3982;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;8;5;2006;2006;Hip;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;Gd;Av;GLQ;1154;Unf;0;366;1520;GasA;Ex;Y;SBrkr;1567;0;0;1567;1;0;2;0;1;1;Ex;7;Typ;1;Gd;Attchd;2006;Fin;3;648;TA;TA;Y;312;0;0;0;0;0;NA;NA;NA;0;10;2006;New;Partial;264561
641;120;RL;62;12677;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;TwnhsE;1Story;8;5;2003;2004;Hip;CompShg;MetalSd;MetalSd;BrkFace;472;Ex;TA;PConc;Ex;TA;Gd;GLQ;1218;Unf;0;300;1518;GasA;Ex;Y;SBrkr;1518;0;0;1518;0;0;1;1;1;1;Ex;6;Typ;1;Gd;Attchd;2003;RFn;2;588;TA;TA;Y;185;140;0;0;0;0;NA;NA;NA;0;4;2008;WD;Normal;274000
642;60;FV;NA;7050;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;7;5;2001;2001;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Gd;TA;No;GLQ;738;Unf;0;319;1057;GasA;Ex;Y;SBrkr;1057;872;0;1929;1;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;2001;Fin;2;650;TA;TA;Y;0;235;0;0;0;0;NA;NA;NA;0;5;2007;WD;Normal;226000
643;80;RL;75;13860;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;SLvl;8;7;1972;1995;Gable;CompShg;Plywood;Wd Sdng;None;0;Gd;TA;CBlock;Gd;TA;Gd;GLQ;1410;Unf;0;542;1952;GasA;Gd;Y;SBrkr;2000;704;0;2704;1;0;2;1;4;1;Ex;9;Typ;3;TA;Attchd;1972;Fin;2;538;TA;TA;Y;269;111;0;0;0;0;NA;MnPrv;NA;0;7;2009;WD;Normal;345000
644;60;RL;80;10793;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;RRAn;Norm;1Fam;2Story;5;5;1969;1969;Mansard;CompShg;WdShing;HdBoard;BrkFace;263;TA;TA;CBlock;TA;TA;No;Rec;493;BLQ;287;0;780;GasA;Ex;Y;SBrkr;780;840;0;1620;0;0;2;1;4;1;TA;7;Min1;0;NA;Attchd;1969;Fin;2;462;TA;TA;Y;208;0;0;0;0;0;NA;GdWo;NA;0;4;2007;WD;Normal;152000
645;20;FV;85;9187;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;9;5;2009;2009;Gable;CompShg;CemntBd;CmentBd;Stone;162;Ex;TA;PConc;Ex;TA;Mn;GLQ;1121;Unf;0;645;1766;GasA;Ex;Y;SBrkr;1766;0;0;1766;1;0;2;1;2;1;Ex;7;Typ;1;Gd;Attchd;2009;Fin;3;478;TA;TA;Y;195;130;0;0;0;0;NA;NA;NA;0;10;2009;New;Partial;370878
646;20;RL;NA;10530;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;6;5;1971;1971;Hip;CompShg;Plywood;Plywood;None;0;TA;TA;CBlock;TA;TA;No;ALQ;282;LwQ;35;664;981;GasA;TA;Y;SBrkr;981;0;0;981;1;0;1;1;3;1;TA;5;Typ;0;NA;Detchd;1979;Unf;2;576;TA;TA;Y;0;312;40;0;0;0;NA;NA;NA;0;3;2007;WD;Normal;143250
647;20;RL;60;7200;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1950;1950;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;NA;NA;NA;NA;0;NA;0;0;0;GasA;Gd;Y;SBrkr;1048;0;0;1048;0;0;1;0;3;1;TA;7;Min1;0;NA;Detchd;1950;Unf;2;420;TA;TA;Y;0;27;0;0;0;0;NA;NA;NA;0;7;2008;WD;Normal;98300
