Id;MSSubClass;MSZoning;LotFrontage;LotArea;Street;Alley;LotShape;LandContour;Utilities;LotConfig;LandSlope;Neighborhood;Condition1;Condition2;BldgType;HouseStyle;OverallQual;OverallCond;YearBuilt;YearRemodAdd;RoofStyle;RoofMatl;Exterior1st;Exterior2nd;MasVnrType;MasVnrArea;ExterQual;ExterCond;Foundation;BsmtQual;BsmtCond;BsmtExposure;BsmtFinType1;BsmtFinSF1;BsmtFinType2;BsmtFinSF2;BsmtUnfSF;TotalBsmtSF;Heating;HeatingQC;CentralAir;Electrical;1stFlrSF;2ndFlrSF;LowQualFinSF;GrLivArea;BsmtFullBath;BsmtHalfBath;FullBath;HalfBath;BedroomAbvGr;KitchenAbvGr;KitchenQual;TotRmsAbvGrd;Functional;Fireplaces;FireplaceQu;GarageType;GarageYrBlt;GarageFinish;GarageCars;GarageArea;GarageQual;GarageCond;PavedDrive;WoodDeckSF;OpenPorchSF;EnclosedPorch;3SsnPorch;ScreenPorch;PoolArea;PoolQC;Fence;MiscFeature;MiscVal;MoSold;YrSold;SaleType;SaleCondition;SalePrice
848;20;RL;36;15523;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;6;1972;1972;Gable;CompShg;HdBoard;Plywood;None;0;TA;TA;CBlock;TA;TA;Av;BLQ;460;Unf;0;404;864;GasA;Ex;Y;SBrkr;864;0;0;864;1;0;1;0;3;1;TA;5;Typ;1;Fa;Attchd;1972;Unf;1;338;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;8;2009;WD;Normal;133500
849;50;RL;75;45600;Pave;NA;IR2;Bnk;AllPub;Inside;Gtl;ClearCr;Norm;Norm;1Fam;1.5Fin;6;8;1908;1997;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;907;907;GasA;TA;Y;SBrkr;1307;1051;0;2358;0;0;3;0;5;1;TA;10;Typ;1;Gd;Detchd;1908;Unf;2;360;Fa;TA;Y;486;40;0;0;175;0;NA;NA;NA;0;9;2008;WD;Normal;240000
850;80;RL;80;9600;Pave;NA;Reg;Lvl;AllPub;FR2;Gtl;Veenker;Feedr;Norm;1Fam;SLvl;6;7;1976;1994;Hip;CompShg;Plywood;Plywood;BrkFace;360;Gd;Gd;CBlock;TA;TA;No;Unf;0;Unf;0;528;528;GasA;Ex;Y;SBrkr;1094;761;0;1855;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1976;RFn;2;512;TA;TA;Y;113;100;0;0;0;0;NA;NA;NA;0;8;2007;WD;Normal;187000
851;120;RM;36;4435;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;TwnhsE;1Story;6;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;BrkFace;170;Gd;TA;PConc;Gd;TA;Av;GLQ;659;Unf;0;189;848;GasA;Ex;Y;SBrkr;848;0;0;848;1;0;1;0;1;1;Gd;3;Typ;0;NA;Attchd;2003;Fin;2;420;TA;TA;Y;140;0;0;0;0;0;NA;NA;NA;0;11;2007;WD;Normal;131500
852;120;RL;NA;3196;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Blmngtn;Norm;Norm;TwnhsE;1Story;8;5;2003;2003;Gable;CompShg;VinylSd;VinylSd;BrkFace;40;Gd;TA;PConc;Gd;TA;Gd;Unf;0;Unf;0;1273;1273;GasA;Ex;Y;SBrkr;1456;0;0;1456;0;0;2;0;2;1;Gd;7;Typ;1;TA;Attchd;2003;Fin;2;400;TA;TA;Y;143;20;0;0;0;0;NA;NA;NA;0;5;2006;WD;Normal;215000
853;75;RL;53;7128;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Crawfor;Norm;Norm;1Fam;2.5Unf;7;5;1941;1950;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;TA;No;Rec;364;Unf;0;554;918;GasA;Gd;Y;SBrkr;918;728;0;1646;0;0;2;0;4;1;TA;7;Typ;2;Gd;Detchd;1941;Unf;1;240;TA;TA;Y;0;0;0;0;126;0;NA;MnPrv;NA;0;8;2007;WD;Normal;164000
854;80;RL;NA;12095;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;SLvl;6;6;1964;1964;Gable;CompShg;MetalSd;HdBoard;BrkFace;115;TA;Gd;CBlock;TA;TA;Gd;Rec;564;Unf;0;563;1127;GasA;TA;Y;SBrkr;1445;0;0;1445;0;0;1;1;3;1;TA;7;Typ;1;Fa;Attchd;1964;RFn;2;645;TA;TA;Y;180;0;0;0;0;0;NA;MnPrv;NA;0;8;2009;WD;Normal;158000
855;20;RL;102;17920;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;4;1955;1974;Hip;CompShg;Wd Sdng;Plywood;None;0;TA;TA;CBlock;TA;TA;Mn;ALQ;306;Rec;1085;372;1763;GasA;TA;Y;SBrkr;1779;0;0;1779;1;0;1;1;3;1;TA;6;Typ;1;Gd;Attchd;1955;Unf;2;454;TA;TA;Y;0;418;0;0;312;0;NA;NA;NA;0;7;2006;WD;Abnorml;170000
856;20;RL;NA;6897;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Sawyer;Norm;Norm;1Fam;1Story;5;8;1962;2010;Gable;CompShg;HdBoard;HdBoard;None;0;TA;Gd;CBlock;TA;TA;No;ALQ;659;Unf;0;381;1040;GasA;Ex;Y;SBrkr;1040;0;0;1040;1;0;1;1;3;1;TA;6;Typ;0;NA;Detchd;1962;Unf;1;260;TA;TA;Y;0;104;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;127000
857;80;RL;NA;10970;Pave;NA;IR1;Low;AllPub;Inside;Mod;CollgCr;Norm;Norm;1Fam;SLvl;6;6;1978;1978;Gable;CompShg;Plywood;HdBoard;None;0;TA;TA;CBlock;Gd;Gd;Gd;GLQ;505;LwQ;435;0;940;GasA;TA;Y;SBrkr;1026;0;0;1026;1;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1981;Unf;2;576;TA;Fa;Y;0;0;34;0;0;0;NA;MnPrv;NA;0;10;2008;WD;Normal;147000
858;60;RL;65;8125;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1994;1995;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;702;702;GasA;Gd;Y;SBrkr;702;779;0;1481;0;0;2;1;3;1;TA;6;Typ;1;TA;Attchd;1994;Fin;2;343;TA;TA;Y;0;36;0;0;0;0;NA;NA;NA;0;3;2009;WD;Normal;174000
859;20;RL;80;10400;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NWAmes;Norm;Norm;1Fam;1Story;7;5;1976;1976;Gable;CompShg;HdBoard;HdBoard;BrkFace;189;TA;TA;CBlock;Gd;TA;No;Unf;0;Unf;0;1090;1090;GasA;TA;Y;SBrkr;1370;0;0;1370;0;0;2;0;3;1;TA;6;Typ;1;TA;Attchd;1976;RFn;2;479;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;6;2009;WD;Family;152000
860;60;RL;NA;11029;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;NWAmes;PosA;Norm;1Fam;2Story;6;7;1968;1984;Gable;CompShg;HdBoard;HdBoard;BrkFace;220;TA;TA;CBlock;TA;TA;Mn;BLQ;619;Unf;0;435;1054;GasA;TA;Y;SBrkr;1512;1142;0;2654;1;0;2;1;4;1;Gd;9;Typ;1;Gd;Attchd;1968;Unf;2;619;TA;TA;Y;0;65;0;0;222;0;NA;NA;NA;0;8;2006;WD;Normal;250000
861;50;RL;55;7642;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Crawfor;Norm;Norm;1Fam;1.5Fin;7;8;1918;1998;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;BrkTil;TA;TA;No;Unf;0;Unf;0;912;912;GasA;Gd;Y;SBrkr;912;514;0;1426;0;0;1;1;3;1;Gd;7;Typ;1;Gd;Detchd;1925;Unf;1;216;TA;TA;Y;0;240;0;0;0;0;NA;GdPrv;NA;0;6;2007;WD;Normal;189950
862;190;RL;75;11625;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;2fmCon;1Story;5;4;1965;1965;Hip;CompShg;Plywood;HdBoard;None;0;TA;TA;PConc;TA;TA;Mn;BLQ;841;Unf;0;198;1039;GasA;Ex;Y;SBrkr;1039;0;0;1039;1;0;1;1;3;1;TA;6;Typ;0;NA;Attchd;1965;Unf;2;504;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;4;2010;WD;Normal;131500
863;20;RL;81;9672;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;SawyerW;Norm;Norm;1Fam;1Story;6;5;1984;1985;Hip;CompShg;HdBoard;Plywood;None;0;TA;TA;PConc;Gd;TA;No;GLQ;338;Unf;0;702;1040;GasA;TA;Y;SBrkr;1097;0;0;1097;0;0;2;0;3;1;TA;6;Typ;0;NA;Attchd;1986;Unf;2;480;TA;TA;Y;0;0;0;0;0;0;NA;GdPrv;NA;0;5;2010;WD;Normal;152000
864;20;RL;70;7931;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1959;1959;Hip;CompShg;BrkFace;Plywood;None;0;TA;TA;CBlock;TA;TA;No;BLQ;1148;Unf;0;0;1148;GasA;TA;Y;SBrkr;1148;0;0;1148;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1959;Unf;1;672;TA;TA;Y;0;0;0;0;0;0;NA;GdPrv;NA;0;7;2009;WD;Normal;132500
865;20;FV;72;8640;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;1Story;7;5;2007;2008;Gable;CompShg;VinylSd;VinylSd;None;0;Gd;TA;PConc;Ex;TA;No;Unf;0;Unf;0;1372;1372;GasA;Ex;Y;SBrkr;1372;0;0;1372;0;0;2;0;3;1;Gd;6;Typ;0;NA;Attchd;2008;Fin;2;529;TA;TA;Y;0;140;0;0;0;0;NA;NA;NA;0;5;2008;New;Partial;250580
866;20;RL;NA;8750;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;6;1970;1970;Gable;CompShg;MetalSd;MetalSd;BrkFace;76;TA;TA;CBlock;TA;TA;No;BLQ;828;Unf;0;174;1002;GasA;TA;Y;SBrkr;1002;0;0;1002;1;0;1;0;3;1;TA;5;Typ;0;NA;Detchd;1973;Unf;2;902;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;NA;0;8;2009;WD;Normal;148500
867;20;RL;67;10656;Pave;NA;IR1;HLS;AllPub;Inside;Gtl;Timber;Norm;Norm;1Fam;1Story;8;5;2006;2007;Gable;CompShg;VinylSd;VinylSd;Stone;274;Gd;TA;PConc;Gd;TA;Av;Unf;0;Unf;0;1638;1638;GasA;Ex;Y;SBrkr;1646;0;0;1646;0;0;2;0;3;1;Gd;6;Typ;1;Gd;Attchd;2007;RFn;3;870;TA;TA;Y;192;80;0;0;0;0;NA;NA;NA;0;11;2007;New;Partial;248900
868;20;RL;85;6970;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;Sawyer;Feedr;Norm;1Fam;1Story;4;5;1961;1961;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;CBlock;TA;TA;No;ALQ;932;Unf;0;108;1040;GasA;TA;Y;SBrkr;1120;0;0;1120;1;0;1;1;3;1;Fa;5;Typ;0;NA;Attchd;1961;RFn;2;544;TA;TA;Y;168;0;0;0;0;0;NA;NA;Shed;400;5;2007;WD;Normal;129000
869;60;RL;NA;14762;Pave;NA;IR2;Lvl;AllPub;Corner;Gtl;Gilbert;Feedr;Norm;1Fam;2Story;5;6;1948;1950;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;Gd;Y;SBrkr;1547;720;53;2320;0;0;2;0;2;1;TA;7;Typ;1;TA;Attchd;1979;Unf;2;672;TA;TA;P;120;144;0;0;0;0;NA;NA;NA;0;5;2006;WD;Normal;169000
870;60;RL;80;9938;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Norm;Norm;1Fam;2Story;7;5;1993;1994;Gable;CompShg;MetalSd;MetalSd;BrkFace;246;Gd;TA;PConc;Gd;TA;No;GLQ;750;Unf;0;300;1050;GasA;Ex;Y;SBrkr;1062;887;0;1949;1;0;2;1;3;1;Gd;8;Typ;1;TA;Attchd;1993;Fin;2;574;TA;TA;Y;156;90;0;0;0;0;NA;GdPrv;NA;0;6;2010;WD;Normal;236000
871;20;RL;60;6600;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;PosN;Norm;1Fam;1Story;5;5;1962;1962;Hip;CompShg;MetalSd;MetalSd;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;894;894;GasA;Gd;N;SBrkr;894;0;0;894;0;0;1;0;2;1;TA;5;Typ;0;NA;Detchd;1962;Unf;1;308;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;8;2009;WD;Normal;109500
872;60;RL;70;8750;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;CollgCr;Norm;Norm;1Fam;2Story;6;5;1998;1998;Gable;CompShg;VinylSd;VinylSd;BrkFace;116;TA;TA;PConc;Gd;TA;No;GLQ;505;Unf;0;299;804;GasA;Ex;Y;SBrkr;804;878;0;1682;0;0;2;1;3;1;Gd;7;Typ;0;NA;Attchd;1998;RFn;2;523;TA;TA;Y;0;77;0;0;0;0;NA;NA;NA;0;6;2010;WD;Normal;200500
873;20;RL;74;8892;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1953;1996;Gable;CompShg;WdShing;Wd Shng;None;0;Gd;TA;Stone;TA;TA;Av;Unf;0;Unf;0;105;105;GasA;Gd;Y;SBrkr;910;0;0;910;0;0;1;0;3;1;Gd;5;Typ;0;NA;Attchd;1953;Unf;2;414;TA;TA;Y;196;0;150;0;0;0;NA;GdWo;NA;0;10;2008;WD;Normal;116000
874;40;RL;60;12144;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;7;1949;1950;Gable;CompShg;HdBoard;HdBoard;None;0;Gd;TA;CBlock;TA;TA;No;Rec;375;Unf;0;457;832;GasA;Gd;Y;SBrkr;1036;0;232;1268;0;0;1;0;3;1;TA;6;Typ;1;Gd;Attchd;1949;Unf;1;288;TA;TA;Y;0;28;0;0;0;0;NA;NA;Othr;0;9;2009;WD;Normal;133000
875;50;RM;52;5720;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;OldTown;Artery;Norm;1Fam;1.5Fin;5;6;1941;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;CBlock;TA;TA;No;Unf;0;Unf;0;676;676;GasA;Ex;Y;SBrkr;676;455;0;1131;0;0;1;1;3;1;TA;5;Typ;0;NA;Detchd;1941;Unf;1;200;TA;TA;Y;26;0;0;0;0;0;NA;NA;NA;0;8;2009;WD;Abnorml;66500
876;60;FV;75;9000;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Somerst;Norm;Norm;1Fam;2Story;8;5;2007;2007;Gable;CompShg;CemntBd;CmentBd;None;0;Gd;TA;PConc;Gd;TA;Av;GLQ;64;Unf;0;1120;1184;GasA;Ex;Y;SBrkr;1184;1426;0;2610;0;0;2;1;4;1;Ex;11;Typ;1;Gd;BuiltIn;2007;Fin;2;550;TA;TA;Y;208;364;0;0;0;0;NA;NA;NA;0;8;2007;New;Partial;303477
877;20;RL;94;25286;Pave;NA;Reg;HLS;AllPub;Inside;Mod;Mitchel;Norm;Norm;1Fam;1Story;4;5;1963;1963;Gable;CompShg;HdBoard;Plywood;None;0;TA;TA;PConc;TA;TA;Gd;ALQ;633;Unf;0;431;1064;GasA;Gd;Y;SBrkr;1040;0;0;1040;1;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1963;Unf;2;648;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;1;2007;WD;Normal;132250
878;60;RL;74;8834;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NridgHt;Norm;Norm;1Fam;2Story;9;5;2004;2005;Hip;CompShg;VinylSd;VinylSd;Stone;216;Gd;TA;PConc;Ex;TA;No;GLQ;1170;Unf;0;292;1462;GasA;Ex;Y;SBrkr;1462;762;0;2224;1;0;2;1;4;1;Ex;10;Typ;1;Gd;Attchd;2004;Fin;3;738;TA;TA;Y;184;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Normal;350000
879;85;RL;88;11782;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;SFoyer;5;7;1961;1995;Gable;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;Av;ALQ;899;Unf;0;210;1109;GasA;TA;Y;SBrkr;1155;0;0;1155;1;0;1;0;3;1;Gd;6;Min2;0;NA;Detchd;1987;Unf;2;576;TA;TA;Y;192;0;0;0;0;0;NA;MnPrv;Shed;400;6;2010;WD;Normal;148000
880;20;RL;NA;7000;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;CollgCr;Norm;Norm;1Fam;1Story;5;8;1978;2005;Gable;CompShg;VinylSd;VinylSd;BrkFace;90;Gd;Gd;CBlock;TA;TA;No;ALQ;646;Unf;0;218;864;GasA;Ex;Y;SBrkr;864;0;0;864;1;0;1;0;3;1;TA;6;Typ;0;NA;Attchd;1978;Unf;1;336;TA;TA;Y;0;0;0;0;0;0;NA;GdWo;NA;0;7;2009;WD;Normal;136500
881;20;RL;60;7024;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1Story;5;5;2005;2006;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Ex;Gd;No;ALQ;980;Unf;0;110;1090;GasA;Gd;Y;SBrkr;1090;0;0;1090;1;0;1;1;2;1;TA;5;Typ;0;NA;Attchd;2005;Fin;2;450;TA;TA;Y;0;49;0;0;0;0;NA;NA;NA;0;6;2007;WD;Normal;157000
882;50;RL;44;13758;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Timber;Norm;Norm;1Fam;1.5Fin;7;5;1990;1991;Gable;CompShg;HdBoard;HdBoard;BrkFace;117;Gd;Gd;CBlock;Gd;TA;Mn;LwQ;902;Unf;0;254;1156;GasA;Ex;Y;SBrkr;1187;530;0;1717;0;0;2;1;3;1;Gd;7;Typ;1;TA;Attchd;1990;RFn;2;400;TA;TA;Y;168;36;0;0;0;0;NA;NA;NA;0;4;2007;WD;Normal;187500
883;60;RL;NA;9636;Pave;NA;IR1;Lvl;AllPub;Corner;Gtl;Gilbert;Norm;Norm;1Fam;2Story;6;5;1992;1993;Gable;CompShg;VinylSd;VinylSd;None;0;TA;TA;PConc;Gd;TA;No;Unf;0;Unf;0;808;808;GasA;Gd;Y;SBrkr;808;785;0;1593;0;0;2;1;3;1;TA;7;Typ;1;TA;BuiltIn;1993;RFn;2;389;TA;TA;Y;342;40;0;0;0;0;NA;MnPrv;NA;0;12;2009;WD;Normal;178000
884;75;RL;60;6204;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;SWISU;Norm;Norm;1Fam;2.5Fin;4;5;1912;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;Gd;TA;PConc;TA;Fa;No;Unf;0;Unf;0;795;795;GasA;TA;N;SBrkr;954;795;481;2230;1;0;1;0;5;1;TA;10;Typ;0;NA;Detchd;1997;Unf;1;440;TA;Gd;Y;0;188;0;0;0;0;NA;NA;NA;0;3;2006;WD;Normal;118500
885;20;RL;65;7150;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;1Story;5;5;1967;1967;Gable;CompShg;HdBoard;HdBoard;BrkFace;60;TA;TA;CBlock;TA;TA;No;BLQ;432;Unf;0;460;892;GasA;TA;Y;SBrkr;892;0;0;892;0;0;1;0;3;1;TA;5;Typ;0;NA;Attchd;1967;RFn;1;288;TA;TA;Y;0;0;0;0;0;0;NA;GdWo;NA;0;7;2009;WD;Normal;100000
886;120;FV;50;5119;Pave;NA;IR1;Lvl;AllPub;CulDSac;Gtl;Somerst;Norm;Norm;TwnhsE;1Story;9;5;1999;2000;Gable;CompShg;MetalSd;MetalSd;BrkFace;60;Gd;TA;PConc;Ex;TA;Av;GLQ;1238;Unf;0;460;1698;GasA;Ex;Y;SBrkr;1709;0;0;1709;1;0;2;0;2;1;Gd;5;Typ;1;TA;Attchd;1999;Fin;2;506;TA;TA;Y;97;65;0;0;0;0;NA;NA;NA;0;1;2008;CWD;Abnorml;328900
887;90;RL;70;8393;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Norm;Norm;Duplex;1Story;5;5;1959;2005;Gable;CompShg;MetalSd;MetalSd;BrkFace;122;TA;TA;CBlock;TA;TA;No;LwQ;528;Unf;0;1098;1626;GasA;Ex;Y;SBrkr;1712;0;0;1712;0;0;2;0;4;2;TA;8;Typ;0;NA;Attchd;2005;Fin;2;588;TA;TA;Y;272;54;0;0;0;0;NA;NA;NA;0;6;2006;WD;Family;145000
888;50;RL;59;16466;Pave;NA;IR1;Lvl;AllPub;Inside;Gtl;Edwards;Norm;Norm;1Fam;1.5Fin;5;7;1955;1955;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;PConc;TA;TA;No;Unf;0;Unf;0;816;816;GasA;TA;Y;SBrkr;872;521;0;1393;0;0;1;1;3;1;TA;8;Typ;0;NA;Attchd;1955;Unf;1;300;TA;TA;Y;121;0;0;0;265;0;NA;NA;NA;0;4;2008;WD;Normal;135500
889;20;RL;95;15865;Pave;NA;IR1;Lvl;AllPub;Inside;Mod;NAmes;Norm;Norm;1Fam;1Story;8;6;1970;1970;Flat;Tar&Grv;Wd Sdng;Wd Sdng;None;0;Gd;Gd;PConc;TA;Gd;Gd;ALQ;351;Rec;823;1043;2217;GasA;Ex;Y;SBrkr;2217;0;0;2217;1;0;2;0;4;1;Gd;8;Typ;1;TA;Attchd;1970;Unf;2;621;TA;TA;Y;81;207;0;0;224;0;NA;NA;NA;0;10;2007;WD;Normal;268000
890;20;RL;128;12160;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Feedr;Norm;1Fam;1Story;6;4;1953;1953;Hip;CompShg;Wd Sdng;Wd Sdng;BrkFace;90;TA;TA;CBlock;TA;TA;No;BLQ;1024;Unf;0;481;1505;GasA;Ex;Y;SBrkr;1505;0;0;1505;1;0;1;0;2;1;TA;6;Typ;1;TA;Attchd;1953;RFn;2;505;TA;TA;Y;0;0;0;162;0;0;NA;NA;NA;0;2;2009;WD;Normal;149500
891;50;RL;60;8064;Pave;NA;Reg;Lvl;AllPub;Corner;Gtl;NAmes;Artery;Norm;1Fam;1.5Fin;5;7;1949;2006;Gable;CompShg;MetalSd;MetalSd;None;0;TA;Gd;CBlock;TA;TA;Mn;Unf;0;Unf;0;672;672;GasA;Ex;Y;SBrkr;672;252;0;924;0;0;1;0;3;1;TA;6;Typ;1;Po;Detchd;2003;Unf;2;576;TA;TA;Y;0;0;0;0;0;0;NA;MnPrv;Shed;2000;7;2007;WD;Normal;122900
892;60;RL;70;11184;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;2Story;6;5;1978;1978;Hip;CompShg;HdBoard;HdBoard;BrkFace;92;TA;TA;CBlock;TA;TA;No;LwQ;226;Rec;500;192;918;GasA;Gd;Y;SBrkr;918;765;0;1683;0;0;2;1;3;1;TA;7;Typ;1;TA;Attchd;1978;RFn;2;440;TA;TA;Y;243;0;0;0;0;0;NA;NA;NA;0;7;2009;WD;Normal;172500
893;20;RL;70;8414;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;Norm;Norm;1Fam;1Story;6;8;1963;2003;Hip;CompShg;HdBoard;HdBoard;None;0;TA;TA;CBlock;TA;TA;No;GLQ;663;Unf;0;396;1059;GasA;TA;Y;SBrkr;1068;0;0;1068;0;1;1;0;3;1;TA;6;Typ;0;NA;Attchd;1963;RFn;1;264;TA;TA;Y;192;0;0;0;0;0;NA;MnPrv;NA;0;2;2006;WD;Normal;154500
894;20;RL;NA;13284;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;Sawyer;PosN;Norm;1Fam;1Story;5;5;1954;1954;Gable;CompShg;Wd Sdng;Plywood;None;0;TA;TA;PConc;Gd;TA;Mn;BLQ;1064;Unf;0;319;1383;GasA;TA;Y;SBrkr;1383;0;0;1383;1;0;1;0;3;1;TA;6;Typ;1;Gd;Attchd;1954;Unf;1;354;TA;TA;Y;511;116;0;0;0;0;NA;GdPrv;NA;0;6;2008;WD;Normal;165000
895;90;RL;64;7018;Pave;NA;Reg;Bnk;AllPub;Inside;Gtl;SawyerW;Norm;Norm;Duplex;1Story;5;5;1979;1979;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;Y;SBrkr;1535;0;0;1535;0;0;2;0;4;2;TA;8;Typ;0;NA;Attchd;1979;Unf;2;400;TA;TA;Y;0;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Alloca;118858
896;60;RL;71;7056;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;NAmes;Norm;Norm;1Fam;2Story;6;5;1963;1963;Hip;CompShg;HdBoard;HdBoard;BrkFace;415;TA;TA;CBlock;TA;TA;No;BLQ;400;Unf;0;380;780;GasA;TA;Y;SBrkr;983;813;0;1796;1;0;1;1;4;1;TA;8;Typ;1;TA;Attchd;1963;RFn;2;483;TA;TA;Y;0;50;0;0;0;0;NA;NA;NA;0;10;2008;WD;Normal;140000
897;30;RM;50;8765;Pave;Grvl;Reg;Lvl;AllPub;Inside;Gtl;IDOTRR;Norm;Norm;1Fam;1Story;4;6;1936;1950;Gable;CompShg;Wd Sdng;Wd Sdng;None;0;TA;TA;BrkTil;TA;TA;No;ALQ;285;Unf;0;666;951;GasA;Ex;N;SBrkr;951;0;0;951;0;0;1;0;2;1;TA;6;Typ;0;NA;Detchd;1936;Unf;1;327;TA;TA;Y;0;28;0;0;0;0;NA;NA;NA;0;4;2006;WD;Abnorml;106500
898;90;RL;64;7018;Pave;NA;Reg;Lvl;AllPub;Inside;Gtl;SawyerW;Feedr;Norm;Duplex;2Story;5;5;1979;1979;Gable;CompShg;Plywood;Plywood;None;0;TA;TA;Slab;NA;NA;NA;NA;0;NA;0;0;0;GasA;TA;Y;SBrkr;1120;1120;0;2240;0;0;2;0;6;2;TA;12;Typ;0;NA;Detchd;1979;Unf;2;528;TA;TA;Y;154;0;0;0;0;0;NA;NA;NA;0;6;2009;WD;Alloca;142953
